Property Title,Price,Area,BHK,Bathrooms,Furnishing,Seller Type,Locality,City,Source,Raw_Details
"3 BHK Flat for Sale in Tirth 2, Narolgam, Ahmedabad",₹60 Lac,1440 sqft,3 BHK,N/A,Unfurnished,Owner,"Tirth 2, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,"1 | Photo | Posted: Sep 06, '25 | Owner: Mahesh Thakkar | 3 BHK Flat for Sale in Tirth 2, Narolgam, Ahmedabad | Tirth 2 | Super Area | 1440 sqft | Status | Ready to Move | Floor | 4 out of 12 | Transaction | Resale | Furnishing | Unfurnished | overlooking | Main Road | Society | Tirth 2 | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | Nearby Osia Mall, 2 road corner property, Wind direction, all required shops are nearby for Groceries , medical, dairy parlour, vegetable market, etc. | View Property | Nearby | Sagar Super Mall | Mahadev Super Market | Vishva Bharati School | Ekta Medium School | Ocean Hospital | Hospital Amdabad | Sagar Super Mall | Narol Gam Bus Stand | Parmarnu Garnalu Bus Stop | ₹ | 60 Lac | ₹ | 4167 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Ganesh Gold, Jagatpur, Ahmedabad",₹50 Lac,990 sqft,2 BHK,N/A,Furnished,Owner,"Ganesh Gold, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: 3 months ago | Owner: Ravi Raval | 2 BHK Flat for Sale in Ganesh Gold, Jagatpur, Ahmedabad | Ganesh Gold | Super Area | 990 sqft | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park | Society | Ganesh Gold | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | East Facing Property | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Global Indian International School | ₹ | 50 Lac | ₹ | 5051 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Shlok Pushkar Gold, Isanpur, Ahmedabad",₹4.3 Lac,160 sqft,2 BHK,N/A,Unfurnished,Owner,"Shlok Pushkar Gold, Isanpur, Ahmedabad",Ahmedabad,MagicBricks,"4 | + | Photos | Updated 1 month ago | Owner: hardik | 2 BHK Flat for Sale in Shlok Pushkar Gold, Isanpur, Ahmedabad | Shlok Pushkar Gold | Carpet Area | 160 sqft | Status | Ready to Move | Floor | 1 out of 7 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park, Main Road | Society | Shlok Pushkar Gold | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | East Facing Property | View Property | Nearby | Ganpati Super Market | Govindwadi Vegetable Market | Vedant International School | Image English School | Ratan Hospital | Ratan Multi-Speciality Hospital | Bhawana Shopping Centre | Isanpur Bus Stop | ₹ | 4.3 Lac | ₹ | 2688 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Shree Sakat Valley, Chandkheda, Ahmedabad",₹50 Lac,1215 sqft,2 BHK,N/A,Unfurnished,Owner,"Shree Sakat Valley, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"3 | + | Photos | Posted: 3 months ago | Owner: Rathod Harshid | 2 BHK Flat for Sale in Shree Sakat Valley, Chandkheda, Ahmedabad | Shree Sakat Valley | Super Area | 1215 sqft | Status | Ready to Move | Floor | 1 out of 5 | Transaction | Resale | Furnishing | Unfurnished | Society | Shree Sakat Valley | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Ashirwad Super Market | Veena Super Market | Vishwakarma Government Engineering College | Ananya Vidyalaya | Jincy Multispeciality Hospital | Sentara Hospital | Hind Super Market | Highway Mall | Godrej Garden City Bus Stop | Shitiratna Bunglows Bus Stop | ₹ | 50 Lac | ₹ | 4115 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Turquoise Re45 , Shantipura Circle, Ahmedabad",₹1 Cr,2400 sqft,3 BHK,N/A,Unfurnished,Owner,"Turquoise Re45 , Shantipura Circle, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Posted: 3 months ago | Owner: SAMIK | 3 BHK Flat for Sale in Turquoise Re45 , Shantipura Circle, Ahmedabad | Turquoise Re45 | Super Area | 2400 sqft | Under Construction | Poss. by Dec '26 | Floor | 9 out of 12 | Transaction | Resale | Furnishing | Unfurnished | overlooking | Garden/Park, Main Road | Society | Turquoise Re45 | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | View Property | Nearby | Lakshaya International School | ₹ | 1 Cr | ₹ | 4167 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Rajshree Heights, CTM, Amraiwadi, Ahmedabad",₹40 Lac,1110 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Rajshree Heights, CTM, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks,"19 | + | Photos | Updated 1 month ago | Owner: Piyush | 2 BHK Flat for Sale in Rajshree Heights, CTM, Amraiwadi, Ahmedabad | Rajshree Heights | Carpet Area | 1110 sqft | Status | Ready to Move | Floor | 3 out of 14 | Transaction | Resale | Furnishing | Semi-Furnished | facing | North - East | overlooking | Garden/Park, Main Road | Society | Rajshree Heights | Ownership | Freehold | Car Parking | 500 Open | Bathroom | 2 | Balcony | 1 | View Property | ₹ | 40 Lac | ₹ | 3604 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Kavish Karnavati Enclave, New Maninagar, Ahmedabad",₹36 Lac,935 sqft,2 BHK,N/A,Unfurnished,Owner,"Kavish Karnavati Enclave, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks,"14 | + | Photos | Posted: 3 months ago | Owner: rajeshbhai | 2 BHK Flat for Sale in Kavish Karnavati Enclave, New Maninagar, Ahmedabad | Kavish Karnavati Enclave | Carpet Area | 935 sqft | Status | Ready to Move | Floor | 1 out of 7 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Main Road, Garden/Park | Society | Kavish Karnavati Enclave | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | Balcony | 1 | East Facing Property | every wall of flate have windows because of that the flate remain cool in every season,good locality | View Property | Nearby | Navrachana Higher Secondary School | ₹ | 36 Lac | ₹ | 3478 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Satellite, Ahmedabad",₹91 Lac,913 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Posted: Sep 12, '25 | Owner: Sanjeet Sarkar | 2 BHK Flat for Sale in Satellite, Ahmedabad | Carpet Area | 913 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Alpha Business Park | Iscon Emporio | Anand Niketan | Satellite School For Children | Gujarat Child Care Hospital | HCC Multispeciality Hospital | Brand Factory | Star Bazaar | Satellite Bus Stop | Nehrunagar Bus Stop | ₹ | 91 Lac | ₹ | 6973 per sqft | Contact Owner | Get Phone No."
3 BHK Flat for Sale in Ahmedabad,₹90 Lac,1530 sqft,3 BHK,N/A,Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,"16 | + | Photos | Posted: Sep 06, '25 | Owner: Dhaval Prajapati | 3 BHK Flat for Sale in Ahmedabad | Carpet Area | 1530 sqft | Status | Ready to Move | Floor | 4 out of 4 | Transaction | Resale | Furnishing | Furnished | facing | North | Ownership | Freehold | Bathroom | 2 | Balcony | 3 | View Property | ₹ | 90 Lac | ₹ | 5882 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Sardar Patel Ring Road, Ahmedabad",₹79 Lac,159 sqyrd,3 BHK,N/A,Furnished,Owner,"Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Updated 4 weeks ago | Owner: MANOJ NAHAK MANOJ KUMAR NAHAK | 3 BHK Flat for Sale in Sardar Patel Ring Road, Ahmedabad | Super Area | 159 sqyrd | Status | Ready to Move | Floor | 1 out of 3 | Transaction | Resale | Furnishing | Furnished | facing | East | Ownership | Co-operative Society | Car Parking | 1 Open | Bathroom | 2 | East Facing Property | View Property | Nearby | The United Public School | Lalji Mehrotra Lions School | More N More | ₹ | 79 Lac | ₹ | 5521 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Goyal Orchid Whitefield, Prahlad Nagar, Ahmedabad",₹68 Lac,750 sqft,2 BHK,2,Furnished,Owner,"Goyal Orchid Whitefield, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,"16 | + | Photos | Updated 3 weeks ago | Owner: Vishal Parmar | 2 BHK Flat for Sale in Goyal Orchid Whitefield, Prahlad Nagar, Ahmedabad | Goyal Orchid Whitefield | Carpet Area | 750 sqft | Status | Ready to Move | Floor | 12 out of 12 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Main Road | Society | Goyal Orchid Whitefield | Ownership | Freehold | Car Parking | 1 Open | Bathroom | 2 | Here is an immaculately maintained 2 BHK penthouse apartment with all the essential facilities is up for sale in Orchid Whitefield, Prahlad Nagar, Ahmedabad. Intelligently furnished, this 1070 sqft abode comes with an additional 1200 sqft private terrace and is one of the most comfortable places to purchase to move in with your family. ::::::::::::Property Specification ::::::::::::Facing east, this penthouse is built as per the vaastu principles to ensure the well-being of the residents. Perched on the 12th floor, this apartment is bathed in great natural light and ventilation, keeping the flat cheerful and lively all day. ::::::::::::Moving on, the flat has 2 bedrooms, 2 bathrooms (1 attached & 1 common), 3 planter balconies, living cum dining and modular kitchen. The flooring of the master bedroom is wooden and the rest is vitrified tiles that further give a perfect finishing and rich look.::::::::::::Both bedrooms have brand new Sheesham wood king size beds with mattresses. The master bedroom is fitted with a split AC and a 10x10 wardrobe with a dressing table and the 2nd bedroom has a 3 door wooden wardrobe. Both bathrooms are western and have geysers and mirrors.::::::::::::The flat also has a 4 + 2 seater designer sofa set along with a side table, TV and a centre table. Tastefully arranged, the kitchen is modular and equipped with cabinets, a refrigerator, RO, washing machine and utility room. ::::::::::::Facilities ::::::::::::Open parking on the ground floor, 24 hours water supply, 2 lifts, security, CCTVs and 100% power backup are a few amenities available for your convenience.::::::::::::Other amenities available include jogging & strolling track, swimming pool, event space & amphitheatre, flower gardens, gymnasium, kids play area, multipurpose courts, clubhouse, outdoor badminton court and more.::::::::::::Locality ::::::::::::The property is surrounded by various shopping malls, restaurants, schools, general hospital, banks and ATMs, all reachable within a 1-3km range. Availability of all these facilities within a short-range assures a comfortable and easy life for the residents. The area is served by different types of transport facilities and the Ahmedabad railway station is within 15km. | View Property | Nearby | Bucon Business Centre | Pinnacle Business Park | Little genius | Victoria University India (VU India) | Shalby Hospital | SOLLYWOOD MALL | Honest Bus Stop | ₹ | 68 Lac | ₹ | 6355 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad",₹1.10 Cr,1440 sqft,3 BHK,N/A,Furnished,Owner,"Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Updated 4 weeks ago | Owner: Kevin | 3 BHK Flat for Sale in Deep Satyadeep Heights, Prahlad Nagar, Ahmedabad | Deep Satyadeep Heights | Super Area | 1440 sqft | Status | Ready to Move | Floor | 12 out of 14 | Transaction | Resale | Furnishing | Furnished | Society | Deep Satyadeep Heights | Bathroom | 3 | View Property | Nearby | Parshwanath Business Park | Titanium Heights | Zydus School | Victoria University India (VU India) | Shalby Hospital | SOLLYWOOD MALL | Honest Bus Stop | ₹ | 1.10 Cr | ₹ | 7639 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Swastik Platinum, Narolgam, Ahmedabad",₹15.5 Lac,250 sqft,1 BHK,N/A,Furnished,Owner,"Swastik Platinum, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Posted: 3 months ago | Owner: Ritu | 1 BHK Flat for Sale in Swastik Platinum, Narolgam, Ahmedabad | Swastik Platinum | Super Area | 250 sqft | Status | Ready to Move | Floor | 2 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park, Main Road | Society | Swastik Platinum | Ownership | Freehold | Bathroom | 1 | Balcony | 1 | East Facing Property | a beautiful and elegant house with reasonable price and two parking and temple with humble neighbours street faced with a great parking and highways touch, market touch, all facilities available nearby, s | View Property | Nearby | Mahadev Super Market | Sagar Super Mall | Vishva Bharati School | Ekta Medium School | Ocean Hospital | Indira womens care & multi speciality hospital | Sagar Super Mall | Narol Gam Bus Stand | Parmarnu Garnalu Bus Stop | ₹ | 15.5 Lac | ₹ | 6204 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Aastha Prime, Zundal, Ahmedabad",₹41 Lac,109 sqyrd,2 BHK,N/A,Semi-Furnished,Owner,"Aastha Prime, Zundal, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Updated 1 month ago | Owner: jitendra mistry | 2 BHK Flat for Sale in Aastha Prime, Zundal, Ahmedabad | Aastha Prime | Super Area | 109 sqyrd | Status | Ready to Move | Floor | 7 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Aastha Prime | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Leap International School | Oak Valley Public School | Shree Balaji Agora Mall | ₹ | 41 Lac | ₹ | 4179 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Thaltej, Ahmedabad",₹80 Lac,777 sqft,2 BHK,N/A,Furnished,Owner,"Thaltej, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Updated 4 weeks ago | Owner: Chirag Shah | 2 BHK Flat for Sale in Thaltej, Ahmedabad | Carpet Area | 777 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Furnished | facing | South -West | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Car Parking | 1 Covered, | Bathroom | 2 | Balcony | 1 | Here is an elegant 2 BHK flat for sale in Satej Thaltej, Someshwar Park 3, Ahmedabad This newly constructed, fully furnished home offers spacious living with modern amenities. Enjoy a well-designed layout in a vibrant and convenient location.Property SpecificationsThis beautifully furnished flat, located on the top floor of a five-story building, offers a comfortable and stylish living experience. With a generous 900 sqft carpet area, the flat is designed to maximise space and functionality. The residence features two well-sized bedrooms, each with modern furnishings including wardrobes, a bed, and a TV unit. The flat has two bathroomsone attached to the master bedroom and another common bathroomboth equipped with Western fittings and a geyser.The living cum dining area is perfect for family gatherings and relaxation, while the modular kitchen comes complete with a piped gas connection and an attached utility area for added convenience. Enjoy the view from the balcony attached to the bedroom, overlooking the surrounding buildings. The flat is finished with elegant vitrified tile flooring and is vaastu compliant, facing south-west for optimal natural light and energy flow.FacilitiesIt includes covered parking, 24-hour water supply from both borewell and corporation sources, and 100 power backup to ensure uninterrupted services. The property is secured with a dedicated security guard and CCTV surveillance for your safety. A lift is available for easy access to the top floor.Locality The flat is ideally located near the prominent Eklavya Sports Academy, with schools, hospitals, malls, and supermarkets all within a 1 km radius. Public transport is easily accessible with buses and autos readily available, and a metro station is just 1 km away. Banks and ATMs are also close by, making daily life convenient and efficient. | View Property | Nearby | The Acropolis | Element Corporate Park | ASIA English School | JG University | Zydus Hospital | Health1 Super Speciality Hospital | The Acropolis | The Acropolis Mall | Thaltej Gam Bus Stop | Sardar Patel Institute Bus Stop | ₹ | 80 Lac | ₹ | 7207 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Shyam Sharan, Nana Chiloda, Ahmedabad",₹32 Lac,70 sqm,2 BHK,N/A,Unfurnished,Owner,"Shyam Sharan, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,"21 | + | Photos | Posted: Sep 01, '25 | Owner: mukesh adwani | 2 BHK Flat for Sale in Shyam Sharan, Nana Chiloda, Ahmedabad | Shyam Sharan | Super Area | 70 sqm | Status | Ready to Move | Floor | 5 out of 5 | Transaction | Resale | Furnishing | Unfurnished | Society | Shyam Sharan | Bathroom | 2 | Balcony | 2 | This spacious Multistorey Apartment is located at 5th floor in a tower of total 5 floors. | View Property | Nearby | Aaradhya clinic | Maharshi Hospital | Ruby Coach Builders Bus Stop | ₹ | 32 Lac | ₹ | 4247 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Devnandan Park, Nikol Naroda Road, Ahmedabad",₹36 Lac,1125 sqft,2 BHK,N/A,Unfurnished,Owner,"Devnandan Park, Nikol Naroda Road, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Updated 3 months ago | Owner: Paresh Soni | 2 BHK Flat for Sale in Devnandan Park, Nikol Naroda Road, Ahmedabad | Devnandan Park | Super Area | 1125 sqft | Status | Ready to Move | Floor | 3 out of 3 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park | Society | Devnandan Park | Bathroom | 2 | Balcony | 2 | East Facing Property | View Property | ₹ | 36 Lac | ₹ | 3200 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Ghatlodiya, Ahmedabad",₹45 Lac,85 sqft,2 BHK,N/A,Furnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Updated 3 months ago | Owner: Aruna Nayi | 2 BHK Flat for Sale in Ghatlodiya, Ahmedabad | Carpet Area | 85 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Furnished | facing | South - East | overlooking | Garden/Park | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Calorx Public School | Shayona International School | gajanand masala & more | Kalasagar Shopping Hub | Gopalnagar Bus Stop | Satadhar Char Rasta BRTS Bus Stop | ₹ | 45 Lac | ₹ | 52941 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Dev Parisar, Chandkheda, Ahmedabad",₹90 Lac,1040 sqft,3 BHK,N/A,Furnished,Owner,"Dev Parisar, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"9 | + | Photos | Updated 3 weeks ago | Owner: Neeta Shukla | 3 BHK Flat for Sale in Dev Parisar, Chandkheda, Ahmedabad | Dev Parisar | Carpet Area | 1040 sqft | Status | Ready to Move | Floor | 6 out of 7 | Transaction | Resale | Furnishing | Furnished | facing | North | overlooking | Garden/Park, Main Road | Society | Dev Parisar | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | Premium fully furnished spacious 3BHK with no common walls. Only 2 flats per floor with a large foyer space. | View Property | Nearby | Anupam Super Market | Perday | Ananya Vidyalaya | Sakar English School | SMS Multi-Speciality Hospital | Sentara Hospital | 4D Square Mall | Highway Mall | Shitiratna Bunglows Bus Stop | Visat Circle Bus Stop | ₹ | 90 Lac | ₹ | 5625 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Vatva, Ahmedabad",₹45 Lac,900 sqft,2 BHK,N/A,Furnished,Owner,"Vatva, Ahmedabad",Ahmedabad,MagicBricks,"5 | + | Photos | Posted: Aug 29, '25 | Owner: Rajendra | 2 BHK Flat for Sale in Vatva, Ahmedabad | Super Area | 900 sqft | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Furnished | overlooking | Garden/Park | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Gajanand Shopping Centre | Hariom Shopping Centre | Ashirwad Hindi Higher Secondary School | Divine Life School | Ved multispeciality hospital Vatva | URJA MULTISPECIALITY HOSPITAL | Bimnath Shopping Centre | Al_Falah Complexr | Vatva Bus Stop | Vatva Railway Station | ₹ | 45 Lac | ₹ | 5000 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",₹48 Lac,1224 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Takshashila Mahadev Greens, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks,"7 | + | Photos | Updated 1 month ago | Owner: Mudaliar Ganesh | 2 BHK Flat for Sale in Takshashila Mahadev Greens, Amraiwadi, Ahmedabad | Takshashila Mahadev Greens | Super Area | 1224 sqft | Status | Ready to Move | Floor | 5 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Takshashila Mahadev Greens | Bathroom | 2 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Swastik Mall Vastral | Geeta school | Apparel Park Metro Station | ₹ | 48 Lac | ₹ | 3922 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Shree Radhe Krishna Status, Vastral, Ahmedabad",₹60 Lac,1530 sqft,3 BHK,N/A,Furnished,Owner,"Shree Radhe Krishna Status, Vastral, Ahmedabad",Ahmedabad,MagicBricks,"14 | + | Photos | Updated 3 weeks ago | Owner: Vipul Mistry | 3 BHK Flat for Sale in Shree Radhe Krishna Status, Vastral, Ahmedabad | Shree Radhe Krishna Status | Super Area | 1530 sqft | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Shree Radhe Krishna Status | Bathroom | 2 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | KANKUBAG MALL | Kankubag Mall | Podar International School Vastral | United School | Shyambhu Hospital | Avadh Multispeciality Hospital | Ved Arcade Mall | Ved Arcade Mall | Nirant Cross Road | Vastral Metro Station | ₹ | 60 Lac | ₹ | 3922 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Galaxy 88, Naroda, Ahmedabad",₹55 Lac,104 sqyrd,2 BHK,N/A,Furnished,Owner,"Galaxy 88, Naroda, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Posted: Aug 29, '25 | Owner: Achal Gandhi | 2 BHK Flat for Sale in Galaxy 88, Naroda, Ahmedabad | Galaxy 88 | Carpet Area | 104 sqyrd | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Furnished | Society | Galaxy 88 | Bathroom | 2 | Balcony | 3 | View Property | Nearby | National Handloom Corporation | Galaxy Tower | Apollo School | ADITYA SCHOOL | Shalby Hospital | Shalby Multi-Specialty Hospitals, Naroda | DMart | Galaxy Cinema | Kathwada Turning Bus Stop | Naroda Gam Bus Stop | ₹ | 55 Lac | ₹ | 4889 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Ratnakar Atelier, Jodhpur Village Road, Ahmedabad",₹2 Cr,1200 sqft,3 BHK,N/A,Furnished,Owner,"Ratnakar Atelier, Jodhpur Village Road, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Posted: 3 months ago | Owner: Siddharth | 3 BHK Flat for Sale in Ratnakar Atelier, Jodhpur Village Road, Ahmedabad | Ratnakar Atelier | Carpet Area | 1200 sqft | Status | Ready to Move | Floor | 7 out of 12 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Main Road, Garden/Park | Society | Ratnakar Atelier | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | East Facing Property | no-1 builder in Ahmedabad | View Property | ₹ | 2 Cr | ₹ | 11514 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Shakti 140, Thaltej, Ahmedabad",₹75 Lac,650 sqft,2 BHK,N/A,Furnished,Owner,"Shakti 140, Thaltej, Ahmedabad",Ahmedabad,MagicBricks,"20 | + | Photos | Updated 3 months ago | Owner: Niraj Dhanesha | 2 BHK Flat for Sale in Shakti 140, Thaltej, Ahmedabad | Shakti 140 | Carpet Area | 650 sqft | Status | Ready to Move | Floor | 11 out of 14 | Transaction | Resale | Furnishing | Furnished | Society | Shakti 140 | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Mondeal Business Park | Maple Trade Centre | Zebar School For Children | Udgam School For Children | Health1 Super Speciality Hospital, Shilaj | Urban Health Center Thaltej | SG Mall | PVR Acropolis | Thaltej Gam | Sardar Patel Institute Bus Stop | ₹ | 75 Lac | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Hn Safal Orchid Greenfield, Shela, Ahmedabad",₹52 Lac,798 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Hn Safal Orchid Greenfield, Shela, Ahmedabad",Ahmedabad,MagicBricks,"12 | + | Photos | Updated 3 months ago | Owner: Deepak | 2 BHK Flat for Sale in Hn Safal Orchid Greenfield, Shela, Ahmedabad | Hn Safal Orchid Greenfield | Carpet Area | 798 sqft | Status | Ready to Move | Floor | 2 out of 16 | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park | Society | Hn Safal Orchid Greenfield | Ownership | Freehold | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Freshqo | Pihu Fruits and Vegetables Market | Shanti Business School | Shanti Asiatic School | ₹ | 52 Lac | ₹ | 4561 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Shahibag, Ahmedabad",₹62 Lac,1035 sqft,2 BHK,N/A,Semi-Furnished,Owner,"Shahibag, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Posted: Sep 02, '25 | Owner: Darshak Sanghvi | 2 BHK Flat for Sale in Shahibag, Ahmedabad | Super Area | 1035 sqft | Status | Ready to Move | Floor | 2 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | Ownership | Freehold | Bathroom | 2 | View Property | Nearby | Shubh Complex | Kendriya Vidyalaya No 1 | Little Flower International School | BAPS Yogiji Maharaj Hospital | Jivandeep Hospital | Shahi Baug Bus Stop | ₹ | 62 Lac | ₹ | 5990 per sqft | Contact Owner | Get Phone No."
"3 BHK Flat for Sale in Zundal, Ahmedabad",₹64 Lac,1611 sqft,3 BHK,N/A,Semi-Furnished,Owner,"Zundal, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Updated 1 month ago | Owner: prakash | 3 BHK Flat for Sale in Zundal, Ahmedabad | Super Area | 1611 sqft | Status | Ready to Move | Floor | 1 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Bathroom | 3 | View Property | Nearby | Leap International School | Oak Valley Public School | Shree Balaji Agora Mall | ₹ | 64 Lac | ₹ | 3973 per sqft | Contact Owner | Get Phone No."
"1 BHK Flat for Sale in Parishkaar II, Maninagar, Ahmedabad",₹28 Lac,66 sqyrd,1 BHK,N/A,Semi-Furnished,Owner,"Parishkaar II, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Posted: 3 months ago | Owner: Rutik Shah | 1 BHK Flat for Sale in Parishkaar II, Maninagar, Ahmedabad | Parishkaar II | Super Area | 66 sqyrd | Status | Ready to Move | Floor | 2 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Parishkaar II | Bathroom | 1 | Balcony | 2 | View Property | Nearby | Lord Nilkanth English School | Muktajivan English School | Care and Cure Multispeciality Hospital | Kamal Hospital | Vashisthanagar Bus Stop | Maninagar Bus Stop | ₹ | 28 Lac | ₹ | 4714 per sqft | Contact Owner | Get Phone No."
"2 BHK Flat for Sale in Keshav Nagar, Ahmedabad",₹52 Lac,70 sqyrd,2 BHK,N/A,Furnished,Owner,"Keshav Nagar, Ahmedabad",Ahmedabad,MagicBricks,"5 | + | Photos | Updated 1 month ago | Owner: Manthan Jani | 2 BHK Flat for Sale in Keshav Nagar, Ahmedabad | Carpet Area | 70 sqyrd | Status | Ready to Move | Floor | 2 out of 3 | Transaction | Resale | Furnishing | Furnished | facing | North | overlooking | Main Road | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 1 | Balcony | 1 | Fixed furniture including wardrobe in both room and fully furnished kitchen::::Master room with ac::::Store room available::::24 hrs water supply | View Property | ₹ | 52 Lac | ₹ | 5778 per sqft | Contact Owner | Get Phone No."
