Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source,Locality_Encoded,Furnishing_Encoded,Locality_Tier,Locality_Tier_Encoded,BHK_Tier_Interaction
"1 BHK Flat for Sale in Parvatinandan Park Society, Sarkhej Gandhinagar Highway, Ahmedabad",19.0,630.0,1.0,1.0,Semi-Furnished,Owner,"Parvatinandan Park Society, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,632,1,Mid-Range,2,2.0
"4 BHK Flat for Sale in Bodakdev, Ahmedabad",9.49,3000.0,4.0,3.0,Furnished,Owner,"Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,184,0,Budget,0,0.0
"3 BHK Flat for Sale in Mount Milano, South Bopal, Bopal, Ahmedabad",75.0,1755.0,3.0,3.0,Unfurnished,Builder,"Mount Milano, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,535,2,Premium,3,9.0
"2 BHK Flat for Sale in Radhe skyline, Sanand, Ahmedabad",42.0,780.0,2.0,2.0,Semi-Furnished,Owner,"Radhe Skyline, Sanand, Ahmedabad",Ahmedabad,MagicBricks,676,1,High-End,1,2.0
"3 BHK Flat for Sale in Usmanpura, Ahmedabad",1.0,1102.0,3.0,3.0,Furnished,Owner,"Usmanpura, Ahmedabad",Ahmedabad,MagicBricks,1140,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Satva Elegance, Chandlodiya, Ahmedabad",65.0,700.0,2.0,2.0,Semi-Furnished,Owner,"Satva Elegance, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks,822,1,High-End,1,2.0
"2 BHK Flat for Sale in Somya Residency, Sarkhej, Ahmedabad",40.0,594.0,2.0,2.0,Furnished,Owner,"Somya Residency, Sarkhej, Ahmedabad",Ahmedabad,MagicBricks,1032,0,Mid-Range,2,4.0
"4 BHK Flat for Sale in NCPL Ratnaakar Artesia, Iscon Ambli Road, Ahmedabad",5.18,2800.0,4.0,3.0,Unfurnished,Owner,"Ncpl Ratnaakar Artesia, Iscon Ambli Road, Ahmedabad",Ahmedabad,MagicBricks,558,2,Budget,0,0.0
"3 BHK Flat for Sale in Garden residency 3, South Bopal, Bopal, Ahmedabad",1.02,1692.0,3.0,3.0,Semi-Furnished,Owner,"Garden Residency 3, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,302,1,Budget,0,0.0
"2 BHK Flat for Sale in Ram Nagar Sabarmati, Ahmedabad",50.0,10000.0,2.0,2.0,Furnished,Owner,"Ram Nagar Sabarmati, Ahmedabad",Ahmedabad,MagicBricks,696,0,High-End,1,2.0
"4 BHK Flat for Sale in Safal Riviera Aspire, Shela, Ahmedabad",2.25,1700.0,4.0,3.0,Unfurnished,Owner,"Safal Riviera Aspire, Shela, Ahmedabad",Ahmedabad,MagicBricks,755,2,Budget,0,0.0
"1 BHK Flat for Sale in Ghatlodiya, Ahmedabad",31.0,300.0,1.0,1.0,Unfurnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks,305,2,High-End,1,1.0
"4 BHK Flat for Sale in Friends Colony Bodakdev, Ahmedabad",3.68,2250.0,4.0,3.0,Unfurnished,Owner,"Friends Colony Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,267,2,Budget,0,0.0
"2 BHK Flat for Sale in Mahavir Nagar Vejalpur, Ahmedabad",50.0,900.0,2.0,2.0,Semi-Furnished,Owner,"Mahavir Nagar Vejalpur, Ahmedabad",Ahmedabad,MagicBricks,491,1,High-End,1,2.0
"2 BHK Flat for Sale in Anand Square, Tragad, Ahmedabad",80.0,151.0,2.0,2.0,Furnished,Owner,"Anand Square, Tragad, Ahmedabad",Ahmedabad,MagicBricks,88,0,Premium,3,6.0
"2 BHK Flat for Sale in Godhavi, Ahmedabad",25.0,758.0,2.0,2.0,Semi-Furnished,Owner,"Godhavi, Ahmedabad",Ahmedabad,MagicBricks,310,1,Mid-Range,2,4.0
3 BHK Flat for Sale in Ahmedabad,60.0,1440.0,3.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in Excellife Vivekanand Arise, Satellite, Ahmedabad",1.35,1910.0,3.0,3.0,Unfurnished,Owner,"Excellife Vivekanand Arise, Satellite, Ahmedabad",Ahmedabad,MagicBricks,265,2,Budget,0,0.0
"3 BHK Flat for Sale in A Shridhar Anantara Imperial, Science City Road, Ahmedabad",2.05,2788.0,3.0,3.0,Unfurnished,Owner,"A Shridhar Anantara Imperial, Science City Road, Ahmedabad",Ahmedabad,MagicBricks,4,2,Budget,0,0.0
"3 BHK Flat for Sale in Old Wadaj, Ahmedabad",55.0,120.0,3.0,3.0,Furnished,Owner,"Old Wadaj, Ahmedabad",Ahmedabad,MagicBricks,590,0,High-End,1,3.0
"2 BHK Flat for Sale in Shyamal, Ahmedabad",58.0,611.0,2.0,2.0,Furnished,Owner,"Shyamal, Ahmedabad",Ahmedabad,MagicBricks,994,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Motera, Ahmedabad",1.25,1820.0,3.0,3.0,Unfurnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks,529,2,High-End,1,3.0
"3 BHK Flat for Sale in 42 Parkview, Science City, Ahmedabad",1.35,238.0,3.0,3.0,Unfurnished,Owner,"42 Parkview, Science City, Ahmedabad",Ahmedabad,MagicBricks,1,2,Budget,0,0.0
"3 BHK Flat for Sale in Nitya Palash Prime, Zundal, Ahmedabad",86.0,890.0,3.0,3.0,Furnished,Owner,"Nitya Palash Prime, Zundal, Ahmedabad",Ahmedabad,MagicBricks,585,0,Premium,3,9.0
"3 BHK Flat for Sale in Laxmi Sky City, Sardar Patel Ring Road, Ahmedabad",85.0,1350.0,3.0,3.0,Furnished,Owner,"Laxmi Sky City, Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,471,0,Premium,3,9.0
"Studio Apartment for Sale in Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",36.0,970.0,2.0,2.0,Unfurnished,Owner,"Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,838,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Ashima Towers, Vastrapur, Ahmedabad",1.0,1500.0,3.0,3.0,Unfurnished,Owner,"Ashima Towers, Vastrapur, Ahmedabad",Ahmedabad,MagicBricks,124,2,Budget,0,0.0
"3 BHK Flat for Sale in Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",1.2,1890.0,3.0,3.0,Unfurnished,Owner,"Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",Ahmedabad,MagicBricks,1100,2,Budget,0,0.0
"2 BHK Flat for Sale in Chandkheda, Ahmedabad",55.0,1215.0,2.0,2.0,Semi-Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,193,1,High-End,1,2.0
"2 BHK Flat for Sale in Ashraya 9, New Ranip, Ahmedabad",50.0,800.0,2.0,2.0,Furnished,Owner,"Ashraya 9, New Ranip, Ahmedabad",Ahmedabad,MagicBricks,132,0,High-End,1,2.0
"2 BHK Flat for Sale in Vishwanath Maher Homes 5, Shela, Ahmedabad",65.0,700.0,2.0,2.0,Unknown,Owner,"Vishwanath Maher Homes 5, Shela, Ahmedabad",Ahmedabad,MagicBricks,1184,3,Premium,3,6.0
"2 BHK Flat for Sale in Adani Aster, Vaishnodevi Circle, Ahmedabad",90.0,1214.0,2.0,2.0,Furnished,Owner,"Adani Aster, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,49,0,Premium,3,6.0
"2 BHK Flat for Sale in Manipur, Ahmedabad",45.0,850.0,2.0,2.0,Unfurnished,Owner,"Manipur, Ahmedabad",Ahmedabad,MagicBricks,506,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Shitvan Apartment, Balvatika, Ahmedabad",65.0,145.0,3.0,3.0,Semi-Furnished,Owner,"Shitvan Apartment, Balvatika, Ahmedabad",Ahmedabad,MagicBricks,910,1,Premium,3,9.0
"3 BHK Flat for Sale in Jodhpur Village, Jodhpur, Ahmedabad",65.0,230.0,3.0,3.0,Unfurnished,Owner,"Jodhpur Village, Jodhpur, Ahmedabad",Ahmedabad,MagicBricks,402,2,Premium,3,9.0
"2 BHK Flat for Sale in Khokhra, Ahmedabad",20.0,680.0,2.0,2.0,Semi-Furnished,Owner,"Khokhra, Ahmedabad",Ahmedabad,MagicBricks,445,1,High-End,1,2.0
"2 BHK Flat for Sale in Nana Chiloda, Ahmedabad",45.0,145.0,2.0,2.0,Semi-Furnished,Owner,"Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks,539,1,High-End,1,2.0
"3 BHK Flat for Sale in Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",73.5,968.0,3.0,3.0,Unfurnished,Owner,"Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,912,2,High-End,1,3.0
"2 BHK Flat for Sale in Judges Bunglow Road, Ahmedabad",1.0,110.0,2.0,2.0,Semi-Furnished,Owner,"Judges Bunglow Road, Ahmedabad",Ahmedabad,MagicBricks,405,1,High-End,1,2.0
2 BHK Flat for Sale in Ahmedabad,60.0,720.0,2.0,2.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Turquoise Rosedale, Shela, Ahmedabad",75.7,856.0,3.0,3.0,Unfurnished,Agent,"Turquoise Rosedale, Shela, Ahmedabad",Ahmedabad,MagicBricks,1128,2,Premium,3,9.0
"2 BHK Flat for Sale in Vasupujya Kautilya 99, Vaishnodevi Circle, Ahmedabad",42.0,1134.0,2.0,2.0,Unfurnished,Owner,"Vasupujya Kautilya 99, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1161,2,High-End,1,2.0
"3 BHK Flat for Sale in Shyam Kutir, Naroda, Ahmedabad",56.0,1440.0,3.0,3.0,Furnished,Owner,"Shyam Kutir, Naroda, Ahmedabad",Ahmedabad,MagicBricks,985,0,High-End,1,3.0
"1 BHK Flat for Sale in Vasna, Ahmedabad",52.0,580.0,1.0,1.0,Furnished,Owner,"Vasna, Ahmedabad",Ahmedabad,MagicBricks,1158,0,High-End,1,1.0
"3 BHK Flat for Sale in Aaryan City, Gota, Ahmedabad",1.25,126.0,3.0,3.0,Furnished,Owner,"Aaryan City, Gota, Ahmedabad",Ahmedabad,MagicBricks,25,0,Budget,0,0.0
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",50.0,135.0,2.0,2.0,Unfurnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,392,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Prathna Lavish, Gota, Ahmedabad",48.0,124.0,2.0,2.0,Unfurnished,Owner,"Prathna Lavish, Gota, Ahmedabad",Ahmedabad,MagicBricks,653,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Vyapti Himali Tower, Satellite, Ahmedabad",66.0,1280.0,2.0,2.0,Furnished,Owner,"Vyapti Himali Tower, Satellite, Ahmedabad",Ahmedabad,MagicBricks,1197,0,Premium,3,6.0
"3 BHK Flat for Sale in Nikol Road, Ahmedabad",78.0,2600.0,3.0,3.0,Unfurnished,Owner,"Nikol Road, Ahmedabad",Ahmedabad,MagicBricks,573,2,High-End,1,3.0
"2 BHK Flat for Sale in Prerna Raj Vijay Tirth, Sanand, Ahmedabad",32.0,990.0,2.0,2.0,Semi-Furnished,Owner,"Prerna Raj Vijay Tirth, Sanand, Ahmedabad",Ahmedabad,MagicBricks,660,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Riverside Park, Vasna, Ahmedabad",55.0,127.0,2.0,2.0,Furnished,Owner,"Riverside Park, Vasna, Ahmedabad",Ahmedabad,MagicBricks,716,0,High-End,1,2.0
"1 BHK Flat for Sale in Ankur Tenament, Ahmedabad",28.0,567.0,1.0,1.0,Furnished,Owner,"Ankur Tenament, Ahmedabad",Ahmedabad,MagicBricks,94,0,Mid-Range,2,2.0
"3 BHK Flat for Sale in Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",54.0,165.0,3.0,3.0,Unfurnished,Owner,"Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,1026,2,High-End,1,3.0
"3 BHK Flat for Sale in Suncity Apartments, Bopal, Ahmedabad",95.0,1845.0,3.0,3.0,Semi-Furnished,Owner,"Suncity Apartments, Bopal, Ahmedabad",Ahmedabad,MagicBricks,1059,1,Premium,3,9.0
"3 BHK Flat for Sale in Gota, Ahmedabad",85.0,819.0,3.0,3.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,2,Premium,3,9.0
"2 BHK Flat for Sale in Sheladia Eris, Shela, Ahmedabad",52.0,1150.0,2.0,2.0,Unfurnished,Owner,"Sheladia Eris, Shela, Ahmedabad",Ahmedabad,MagicBricks,893,2,Premium,3,6.0
"2 BHK Flat for Sale in Ognaj, Ahmedabad",56.0,750.0,2.0,2.0,Semi-Furnished,Agent,"Ognaj, Ahmedabad",Ahmedabad,MagicBricks,589,1,High-End,1,2.0
"3 BHK Flat for Sale in Takshashila East End, Maninagar, Ahmedabad",95.0,1350.0,3.0,3.0,Furnished,Owner,"Takshashila East End, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,1099,0,Premium,3,9.0
"3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad",68.0,1795.0,3.0,3.0,Unfurnished,Owner,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,854,2,Premium,3,9.0
"3 BHK Flat for Sale in Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad",1.35,1915.0,3.0,3.0,Unfurnished,Owner,"Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,330,2,Budget,0,0.0
"2 BHK Flat for Sale in DEV Aurram Minato, Jagatpur, Ahmedabad",65.0,95.0,2.0,2.0,Furnished,Owner,"Dev Aurram Minato, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,215,0,Premium,3,6.0
"3 BHK Flat for Sale in Shreedhar Star, Daskroi, Ahmedabad",1.12,1050.0,3.0,3.0,Semi-Furnished,Owner,"Shreedhar Star, Daskroi, Ahmedabad",Ahmedabad,MagicBricks,951,1,Budget,0,0.0
"1 BHK Flat for Sale in Dharti Nagar, Ahmedabad",29.0,774.0,1.0,1.0,Semi-Furnished,Owner,"Dharti Nagar, Ahmedabad",Ahmedabad,MagicBricks,240,1,Mid-Range,2,2.0
"3 BHK Flat for Sale in Serenity Lavish, Science City, Ahmedabad",1.16,275.0,3.0,3.0,Unfurnished,Owner,"Serenity Lavish, Science City, Ahmedabad",Ahmedabad,MagicBricks,852,2,Budget,0,0.0
"3 BHK Flat for Sale in Bhadaj, Ahmedabad",75.0,1052.0,3.0,3.0,Unfurnished,Owner,"Bhadaj, Ahmedabad",Ahmedabad,MagicBricks,166,2,Premium,3,9.0
"1 BHK Flat for Sale in Sardar Patel Ring Road, Ahmedabad",25.0,452.0,1.0,1.0,Unfurnished,Owner,"Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,811,2,High-End,1,1.0
"2 BHK Flat for Sale in Pacifica Reflections, Vaishnodevi Circle, Ahmedabad",65.0,1325.0,2.0,2.0,Semi-Furnished,Agent,"Pacifica Reflections, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,611,1,Premium,3,6.0
"3 BHK Flat for Sale in Richmond Grand, Prahlad Nagar, Ahmedabad",85.0,1100.0,3.0,3.0,Unfurnished,Owner,"Richmond Grand, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks,712,2,Premium,3,9.0
"3 BHK Flat for Sale in Smarana, Vejalpur, Jivraj park, Ahmedabad",74.0,1585.0,3.0,3.0,Semi-Furnished,Owner,"Smarana, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,1023,1,High-End,1,3.0
"2 BHK Flat for Sale in Shantigram, Ahmedabad",69.0,690.0,2.0,2.0,Unfurnished,Agent,"Shantigram, Ahmedabad",Ahmedabad,MagicBricks,875,2,High-End,1,2.0
"3 BHK Flat for Sale in Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",1.12,965.0,3.0,3.0,Unfurnished,Owner,"Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",Ahmedabad,MagicBricks,1126,2,Budget,0,0.0
"3 BHK Flat for Sale in Aurum Heights, Ambli, Ahmedabad",1.85,2838.0,3.0,3.0,Unfurnished,Owner,"Aurum Heights, Ambli, Ahmedabad",Ahmedabad,MagicBricks,143,2,Budget,0,0.0
"3 BHK Flat for Sale in Veer Savarker Heights 2 Vasantnagar, Gota, Ahmedabad",40.0,700.0,3.0,3.0,Semi-Furnished,Owner,"Veer Savarker Heights 2 Vasantnagar, Gota, Ahmedabad",Ahmedabad,MagicBricks,1165,1,Mid-Range,2,6.0
"3 BHK Flat for Sale in shukan sky, Shastrinagar, Nirnay Nagar, Ahmedabad",72.0,1133.0,3.0,3.0,Furnished,Owner,"Shukan Sky, Shastrinagar, Nirnay Nagar, Ahmedabad",Ahmedabad,MagicBricks,979,0,Premium,3,9.0
3 BHK Flat for Sale in Ahmedabad,1.1,221.0,3.0,3.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,2,Mid-Range,2,6.0
"2 BHK Flat for Sale in Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",52.5,1280.0,2.0,2.0,Unfurnished,Owner,"Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,912,2,High-End,1,2.0
"1 BHK Flat for Sale in Nebula Aavaas, Changodar, Ahmedabad",22.0,3300.0,1.0,1.0,Unfurnished,Owner,"Nebula Aavaas, Changodar, Ahmedabad",Ahmedabad,MagicBricks,560,2,Mid-Range,2,2.0
"2 BHK Flat for Sale in Anand iLYF, Tragad, Ahmedabad",65.0,1125.0,2.0,2.0,Furnished,Owner,"Anand Ilyf, Tragad, Ahmedabad",Ahmedabad,MagicBricks,85,0,High-End,1,2.0
"3 BHK Flat for Sale in Vibgyor Sculpture, Ognaj, Ahmedabad",1.29,2916.0,3.0,3.0,Unfurnished,Agent,"Vibgyor Sculpture, Ognaj, Ahmedabad",Ahmedabad,MagicBricks,1170,2,Budget,0,0.0
"3 BHK Flat for Sale in Gota, Ahmedabad",83.9,1500.0,3.0,3.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks,324,2,Premium,3,9.0
"2 BHK Flat for Sale in Bakeri Samyaka Apartments, Vejalpur, Jivraj park, Ahmedabad",45.0,1032.0,2.0,2.0,Unfurnished,Owner,"Bakeri Samyaka Apartments, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,158,2,High-End,1,2.0
"3 BHK Flat for Sale in Doctor House, Ambawadi, Ahmedabad",1.1,2250.0,3.0,3.0,Unfurnished,Owner,"Doctor House, Ambawadi, Ahmedabad",Ahmedabad,MagicBricks,245,2,Budget,0,0.0
"2 BHK Flat for Sale in Shubhmilan Radhe Hills, Hathijan, Ahmedabad",42.0,1140.0,2.0,2.0,Furnished,Owner,"Shubhmilan Radhe Hills, Hathijan, Ahmedabad",Ahmedabad,MagicBricks,971,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Aristo Anandam 2, Tragad, Ahmedabad",90.0,1845.0,3.0,3.0,Unfurnished,Owner,"Aristo Anandam 2, Tragad, Ahmedabad",Ahmedabad,MagicBricks,104,2,Premium,3,9.0
"2 BHK Flat for Sale in Aditya Oasis, Lambha, Ahmedabad",35.0,145.0,2.0,2.0,Unfurnished,Owner,"Aditya Oasis, Lambha, Ahmedabad",Ahmedabad,MagicBricks,64,2,Mid-Range,2,4.0
"2 BHK Flat for Sale in Tagore Apartment, Maninagar, Ahmedabad",31.5,950.0,2.0,2.0,Semi-Furnished,Owner,"Tagore Apartment, Maninagar, Ahmedabad",Ahmedabad,MagicBricks,1097,1,Mid-Range,2,4.0
"2 BHK Flat for Sale in Motherland Magnate Lifestyle, Vaishnodevi Circle, Ahmedabad",71.0,1200.0,2.0,2.0,Semi-Furnished,Owner,"Motherland Magnate Lifestyle, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks,531,1,Premium,3,6.0
"2 BHK Flat for Sale in Ashraya 9, Ahmedabad",53.0,990.0,2.0,2.0,Semi-Furnished,Owner,"Ashraya 9, Ahmedabad",Ahmedabad,MagicBricks,130,1,High-End,1,2.0
"2 BHK Flat for Sale in Samarpan Ashirwad Flora, New Maninagar, Ahmedabad",47.0,1161.0,2.0,2.0,Unfurnished,Owner,"Samarpan Ashirwad Flora, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks,769,2,High-End,1,2.0
"3 BHK Flat for Sale in Avishkar NK Anantaya, Vasna, Ahmedabad",75.0,1915.0,3.0,3.0,Unfurnished,Owner,"Avishkar Nk Anantaya, Vasna, Ahmedabad",Ahmedabad,MagicBricks,151,2,Mid-Range,2,6.0
"3 BHK Flat for Sale in Soham Dev Pristine, Shahibag, Ahmedabad",1.35,1409.0,3.0,3.0,Unfurnished,Owner,"Soham Dev Pristine, Shahibag, Ahmedabad",Ahmedabad,MagicBricks,1027,2,Budget,0,0.0
"3 BHK Flat for Sale in Muni Naroda Icon, Naroda, Ahmedabad",56.0,260.0,3.0,3.0,Semi-Furnished,Owner,"Muni Naroda Icon, Naroda, Ahmedabad",Ahmedabad,MagicBricks,536,1,High-End,1,3.0
"3 BHK Flat for Sale in Aaryan Ambience, Gota, Ahmedabad",1.0,1570.0,3.0,3.0,Unfurnished,Owner,"Aaryan Ambience, Gota, Ahmedabad",Ahmedabad,MagicBricks,22,2,Budget,0,0.0
"2 BHK Flat for Sale in Nilkanth Pearl Elegance, Nava Naroda, Ahmedabad",45.0,1044.0,2.0,2.0,Furnished,Owner,"Nilkanth Pearl Elegance, Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,577,0,High-End,1,2.0
"3 BHK Flat for Sale in Vastrapur, Ahmedabad",99.0,240.0,3.0,3.0,Furnished,Owner,"Vastrapur, Ahmedabad",Ahmedabad,MagicBricks,1160,0,Mid-Range,2,6.0
"2 BHK Flat for Sale in Sanand Sarkhej Road, Ahmedabad",45.0,102.0,2.0,2.0,Semi-Furnished,Owner,"Sanand Sarkhej Road, Ahmedabad",Ahmedabad,MagicBricks,780,1,High-End,1,2.0
"3 BHK Flat for Sale in Shela, Ahmedabad",72.0,1052.0,3.0,3.0,Unfurnished,Owner,"Shela, Ahmedabad",Ahmedabad,MagicBricks,892,2,High-End,1,3.0
"3 BHK Flat for Sale in Shree Akshat Aangan, Sola, Ahmedabad",1.2,1386.0,3.0,3.0,Furnished,Owner,"Shree Akshat Aangan, Sola, Ahmedabad",Ahmedabad,MagicBricks,931,0,Budget,0,0.0
2 BHK Flat for Sale in Ahmedabad,53.0,131.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,66,1,Mid-Range,2,4.0
"4 BHK Flat for Sale in Madhav Oeuvre, Friends Colony Bodakdev, Ahmedabad",4.5,2700.0,4.0,3.0,Furnished,Owner,"Madhav Oeuvre, Friends Colony Bodakdev, Ahmedabad",Ahmedabad,MagicBricks,478,0,Budget,0,0.0
"4 BHK Flat for Sale in Kiara Opulent, Koteshwar, Ahmedabad",2.15,3950.0,4.0,3.0,Unfurnished,Owner,"Kiara Opulent, Koteshwar, Ahmedabad",Ahmedabad,MagicBricks,447,2,Budget,0,0.0
"2 BHK Flat for Sale in Airport Road, Ahmedabad",25.0,420.0,2.0,2.0,Unfurnished,Owner,"Airport Road, Ahmedabad",Ahmedabad,MagicBricks,68,2,Mid-Range,2,4.0
"3 BHK Flat for Sale in Satellite, Ahmedabad",65.0,137.0,3.0,3.0,Furnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,821,0,High-End,1,3.0
"2 BHK Flat for Sale in Asha Kiran Tower, Vejalpur, Jivraj park, Ahmedabad",62.0,900.0,2.0,2.0,Semi-Furnished,Owner,"Asha Kiran Tower, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,118,1,High-End,1,2.0
"2 BHK Flat for Sale in Stavan Ample, Gota, Ahmedabad",57.5,1097.0,2.0,2.0,Furnished,Owner,"Stavan Ample, Gota, Ahmedabad",Ahmedabad,MagicBricks,1041,0,High-End,1,2.0
"2 BHK Flat for Sale in Shalin Heights 1, Narolgam, Ahmedabad",40.0,1050.0,2.0,2.0,Furnished,Owner,"Shalin Heights 1, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,868,0,Mid-Range,2,4.0
"3 BHK Flat for Sale in Chandkheda, Ahmedabad",1.0,1241.0,3.0,5.0,Unfurnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,193,2,High-End,1,3.0
"2 BHK Flat for Sale in Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",50.0,970.0,2.0,2.0,Semi-Furnished,Owner,"Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks,838,1,Mid-Range,2,4.0
"3 BHK Flat for Sale in Sangath Skyz, Motera, Ahmedabad",88.0,1004.0,3.0,3.0,Semi-Furnished,Owner,"Sangath Skyz, Motera, Ahmedabad",Ahmedabad,MagicBricks,785,1,Premium,3,9.0
"3 BHK Flat for Sale in Palash Residences, Bopal, Ahmedabad",89.0,167.0,3.0,3.0,Unfurnished,Owner,"Palash Residences, Bopal, Ahmedabad",Ahmedabad,MagicBricks,612,2,Premium,3,9.0
"3 BHK Flat for Sale in Motera, Ahmedabad",1.55,1575.0,3.0,3.0,Furnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks,529,0,High-End,1,3.0
"2 BHK Flat for Sale in Sarthi Shree Hari Greens, Chandkheda, Ahmedabad",58.0,945.0,2.0,2.0,Semi-Furnished,Owner,"Sarthi Shree Hari Greens, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,818,1,High-End,1,2.0
"3 BHK Flat for Sale in Satellite, Ahmedabad",80.0,160.0,3.0,3.0,Unfurnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,821,2,High-End,1,3.0
"4 BHK Flat for Sale in South Bopal, Bopal, Ahmedabad",1.71,3790.0,4.0,3.0,Unfurnished,Agent,"South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,1034,2,High-End,1,4.0
"3 BHK Flat for Sale in Vishwanath Sarathya West, Shela, Ahmedabad",84.0,1760.0,3.0,3.0,Unfurnished,Owner,"Vishwanath Sarathya West, Shela, Ahmedabad",Ahmedabad,MagicBricks,1186,2,Mid-Range,2,6.0
"4 BHK Flat for Sale in Shridhar Anantara Abode, Hebatpur, Ahmedabad",2.3,3200.0,4.0,3.0,Unknown,Owner,"Shridhar Anantara Abode, Hebatpur, Ahmedabad",Ahmedabad,MagicBricks,958,3,Budget,0,0.0
"2 BHK Flat for Sale in Prerana Happy Heights South Bopal, Ghuma, Ahmedabad",48.0,760.0,2.0,2.0,Unfurnished,Owner,"Prerana Happy Heights South Bopal, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,658,2,High-End,1,2.0
"2 BHK Flat for Sale in Siddhi Ganesh Parisar, Jagatpur, Ahmedabad",57.0,131.0,2.0,2.0,Furnished,Owner,"Siddhi Ganesh Parisar, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks,1003,0,High-End,1,2.0
