Property_Title,Price_Lakhs,Area_SqFt,BHK,Bathrooms,Furnishing,Seller_Type,Locality,City,Source
3 BHK Flat for Sale in Ahmedabad,141.0,1700.0,3.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Saral Parivesh, Chandkheda, Ahmedabad",6700.0,165.0,3.0,3.0,Semi-Furnished,Owner,"Saral Parivesh, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shrinand Flora, Nana Chiloda, Ahmedabad",4700.0,10000.0,2.0,2.0,Furnished,Owner,"Shrinand Flora, Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Riviera Majestica, Shela, Ahmedabad",247.00000000000003,2271.0,4.0,3.0,Unfurnished,Agent,"Riviera Majestica, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Parshwanath Royal Residency, Kalol, Ahmedabad",3600.0,135.0,2.0,2.0,Semi-Furnished,Owner,"Parshwanath Royal Residency, Kalol, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Samor Heights, Muthia, Ahmedabad",1730.0,86.0,1.0,1.0,Unfurnished,Owner,"Samor Heights, Muthia, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Mangalmurti Residency, Narolgam, Ahmedabad",3500.0,7500.0,2.0,2.0,Unfurnished,Owner,"Mangalmurti Residency, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bakeri Shaunak Apartments, Vejalpur, Jivraj park, Ahmedabad",5500.0,589.0,2.0,2.0,Furnished,Owner,"Bakeri Shaunak Apartments, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Satva Elegance, Chandlodiya, Ahmedabad",6000.0,1260.0,2.0,2.0,Unfurnished,Owner,"Satva Elegance, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sarkhej, Ahmedabad",2400.0,750.0,1.0,1.0,Unfurnished,Owner,"Sarkhej, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Samyak Galaxy, Chandkheda, Ahmedabad",3000.0,675.0,1.0,1.0,Semi-Furnished,Owner,"Samyak Galaxy, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Galaxy Gala Luxuria, South Bopal, Bopal, Ahmedabad",265.0,3800.0,4.0,3.0,Furnished,Agent,"Galaxy Gala Luxuria, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in A3 Heights, Motera, Ahmedabad",8000.0,150.0,3.0,3.0,Semi-Furnished,Owner,"A3 Heights, Motera, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bhaikakanagar, Ahmedabad",6900.0,1000.0,2.0,2.0,Unfurnished,Owner,"Bhaikakanagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Binori Sonnet, Bopal, Ahmedabad",5800.0,880.0,2.0,2.0,Semi-Furnished,Owner,"Binori Sonnet, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",6200.0,967.0,2.0,2.0,Semi-Furnished,Owner,"Adani Pratham, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Jagatpur, Ahmedabad",7000.0,995.0,3.0,3.0,Semi-Furnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Saral Sparsh Aura, Vasna, Ahmedabad",9000.0,895.0,3.0,3.0,Furnished,Owner,"Saral Sparsh Aura, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Arihant Plaza, Ranip, Ahmedabad",5500.0,500.0,2.0,2.0,Furnished,Owner,"Arihant Plaza, Ranip, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,6530.0,120.0,2.0,2.0,Unknown,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Safal Sameep, South Bopal, Bopal, Ahmedabad",5500.0,730.0,2.0,2.0,Unfurnished,Agent,"Safal Sameep, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ratna Turquoise Blu, Shela, Ahmedabad",6700.0,1520.0,3.0,3.0,Furnished,Owner,"Ratna Turquoise Blu, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Keshav Nagar, Ahmedabad",6000.0,110.0,2.0,2.0,Furnished,Owner,"Keshav Nagar, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Shaligram Sky, Satellite, Ahmedabad",312.0,3695.0,4.0,3.0,Unfurnished,Agent,"Shaligram Sky, Satellite, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,8500.0,135.0,2.0,2.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sharanam Elegance , Ramol, Amraiwadi, Ahmedabad",3850.0,1215.0,2.0,2.0,Furnished,Owner,"Sharanam Elegance , Ramol, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vaishnodevi Circle, Ahmedabad",7500.0,705.0,2.0,2.0,Unfurnished,Owner,"Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sola, Ahmedabad",7000.0,1625.0,3.0,3.0,Furnished,Owner,"Sola, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Narolgam, Ahmedabad",6200.0,180.0,4.0,3.0,Furnished,Owner,"Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Sanskrut Pushp Mahadev, New Maninagar, Ahmedabad",6500.0,1050.0,3.0,3.0,Furnished,Owner,"Sanskrut Pushp Mahadev, New Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vedant Shreeji Enclave, Sola, Ahmedabad",8500.0,9500.0,2.0,2.0,Furnished,Owner,"Vedant Shreeji Enclave, Sola, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vastral, Ahmedabad",135.0,172.0,3.0,3.0,Furnished,Owner,"Vastral, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,5400.0,1250.0,2.0,2.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Riviera Bliss, South Bopal, Bopal, Ahmedabad",133.0,1283.0,3.0,3.0,Unfurnished,Agent,"Riviera Bliss, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Raj Hills, Nikol, Ahmedabad",9700.0,2070.0,3.0,3.0,Furnished,Owner,"Raj Hills, Nikol, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Turquoise Grandeur, Godhavi, Ahmedabad",190.0,3900.0,4.0,3.0,Unfurnished,Owner,"Turquoise Grandeur, Godhavi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Mahabal Casa The Status, Chandkheda, Ahmedabad",7500.0,110.0,2.0,2.0,Semi-Furnished,Agent,"Mahabal Casa The Status, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shreenath Heights, Narolgam, Ahmedabad",7000.0,1100.0,3.0,3.0,Furnished,Owner,"Shreenath Heights, Narolgam, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Kamal 24 Carat Gold Coin Apartment, Vijay Cross Road, Ahmedabad",204.0,1447.0,4.0,3.0,Unfurnished,Agent,"Kamal 24 Carat Gold Coin Apartment, Vijay Cross Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",5500.0,1060.0,2.0,2.0,Unfurnished,Owner,"Pacifica North Enclave, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vastrapur, Ahmedabad",139.0,1300.0,3.0,3.0,Furnished,Owner,"Vastrapur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Naranpura, Ahmedabad",9000.0,165.0,3.0,3.0,Semi-Furnished,Owner,"Naranpura, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in CTM, Amraiwadi, Ahmedabad",1500.0,4900.0,1.0,1.0,Semi-Furnished,Owner,"Ctm, Amraiwadi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shyam Kutir 2, Hanspura, Naroda, Ahmedabad",3000.0,1035.0,2.0,2.0,Unfurnished,Owner,"Shyam Kutir 2, Hanspura, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Paldi, Ahmedabad",5500.0,661.0,2.0,2.0,Unfurnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Jivraj Park, Ahmedabad",8500.0,819.0,3.0,2.0,Unfurnished,Owner,"Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Aryanparv Pratham Residency, Vejalpur, Jivraj park, Ahmedabad",3700.0,450.0,1.0,1.0,Furnished,Owner,"Aryanparv Pratham Residency, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Jivraj Park, Ahmedabad",5800.0,916.0,2.0,2.0,Furnished,Owner,"Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nirmal Exotica, New CG Road, Ahmedabad",5000.0,125.0,2.0,2.0,Semi-Furnished,Owner,"Nirmal Exotica, New Cg Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Riverside Park, Vasna, Ahmedabad",5000.0,9700.0,2.0,2.0,Furnished,Owner,"Riverside Park, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Paldi, Ahmedabad",190.0,2000.0,3.0,3.0,Furnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Siddharth Vrundavan, Jagatpur, Ahmedabad",175.0,3584.0,4.0,3.0,Unfurnished,Agent,"Siddharth Vrundavan, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Parvatinandan Park Society, Sarkhej Gandhinagar Highway, Ahmedabad",1900.0,630.0,1.0,1.0,Semi-Furnished,Owner,"Parvatinandan Park Society, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Bodakdev, Ahmedabad",949.0,3000.0,4.0,3.0,Furnished,Owner,"Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Mount Milano, South Bopal, Bopal, Ahmedabad",7500.0,1755.0,3.0,3.0,Unfurnished,Builder,"Mount Milano, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Radhe skyline, Sanand, Ahmedabad",4200.0,780.0,2.0,2.0,Semi-Furnished,Owner,"Radhe Skyline, Sanand, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Usmanpura, Ahmedabad",100.0,1102.0,3.0,3.0,Furnished,Owner,"Usmanpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Satva Elegance, Chandlodiya, Ahmedabad",6500.0,700.0,2.0,2.0,Semi-Furnished,Owner,"Satva Elegance, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Somya Residency, Sarkhej, Ahmedabad",4000.0,594.0,2.0,2.0,Furnished,Owner,"Somya Residency, Sarkhej, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in NCPL Ratnaakar Artesia, Iscon Ambli Road, Ahmedabad",518.0,2800.0,4.0,3.0,Unfurnished,Owner,"Ncpl Ratnaakar Artesia, Iscon Ambli Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Garden residency 3, South Bopal, Bopal, Ahmedabad",102.0,1692.0,3.0,3.0,Semi-Furnished,Owner,"Garden Residency 3, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ram Nagar Sabarmati, Ahmedabad",5000.0,10000.0,2.0,2.0,Furnished,Owner,"Ram Nagar Sabarmati, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Safal Riviera Aspire, Shela, Ahmedabad",225.0,1700.0,4.0,3.0,Unfurnished,Owner,"Safal Riviera Aspire, Shela, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Ghatlodiya, Ahmedabad",3100.0,300.0,1.0,1.0,Unfurnished,Owner,"Ghatlodiya, Ahmedabad",Ahmedabad,MagicBricks
"4 BHK Flat for Sale in Friends Colony Bodakdev, Ahmedabad",368.0,2250.0,4.0,3.0,Unfurnished,Owner,"Friends Colony Bodakdev, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Mahavir Nagar Vejalpur, Ahmedabad",5000.0,900.0,2.0,2.0,Semi-Furnished,Owner,"Mahavir Nagar Vejalpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Anand Square, Tragad, Ahmedabad",8000.0,151.0,2.0,2.0,Furnished,Owner,"Anand Square, Tragad, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Godhavi, Ahmedabad",2500.0,758.0,2.0,2.0,Semi-Furnished,Owner,"Godhavi, Ahmedabad",Ahmedabad,MagicBricks
3 BHK Flat for Sale in Ahmedabad,6000.0,1440.0,3.0,3.0,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Excellife Vivekanand Arise, Satellite, Ahmedabad",135.0,1910.0,3.0,3.0,Unfurnished,Owner,"Excellife Vivekanand Arise, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in A Shridhar Anantara Imperial, Science City Road, Ahmedabad",205.0,2788.0,3.0,3.0,Unfurnished,Owner,"A Shridhar Anantara Imperial, Science City Road, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Old Wadaj, Ahmedabad",5500.0,120.0,3.0,3.0,Furnished,Owner,"Old Wadaj, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shyamal, Ahmedabad",5800.0,611.0,2.0,2.0,Furnished,Owner,"Shyamal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Motera, Ahmedabad",125.0,1820.0,3.0,3.0,Unfurnished,Owner,"Motera, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in 42 Parkview, Science City, Ahmedabad",135.0,238.0,3.0,3.0,Unfurnished,Owner,"42 Parkview, Science City, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nitya Palash Prime, Zundal, Ahmedabad",8600.0,890.0,3.0,3.0,Furnished,Owner,"Nitya Palash Prime, Zundal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Laxmi Sky City, Sardar Patel Ring Road, Ahmedabad",8500.0,1350.0,3.0,3.0,Furnished,Owner,"Laxmi Sky City, Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks
"Studio Apartment for Sale in Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",3600.0,970.0,2.0,2.0,Unfurnished,Owner,"Savvy Strata, Sarkhej Gandhinagar Highway, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Ashima Towers, Vastrapur, Ahmedabad",100.0,1500.0,3.0,3.0,Unfurnished,Owner,"Ashima Towers, Vastrapur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",120.0,1890.0,3.0,3.0,Unfurnished,Owner,"Takshashila Elegna, Mithakhali, Navrangpura, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Chandkheda, Ahmedabad",5500.0,1215.0,2.0,2.0,Semi-Furnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ashraya 9, New Ranip, Ahmedabad",5000.0,800.0,2.0,2.0,Furnished,Owner,"Ashraya 9, New Ranip, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vishwanath Maher Homes 5, Shela, Ahmedabad",6500.0,700.0,2.0,2.0,Unknown,Owner,"Vishwanath Maher Homes 5, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Adani Aster, Vaishnodevi Circle, Ahmedabad",9000.0,1214.0,2.0,2.0,Furnished,Owner,"Adani Aster, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Manipur, Ahmedabad",4500.0,850.0,2.0,2.0,Unfurnished,Owner,"Manipur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shitvan Apartment, Balvatika, Ahmedabad",6500.0,145.0,3.0,3.0,Semi-Furnished,Owner,"Shitvan Apartment, Balvatika, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Jodhpur Village, Jodhpur, Ahmedabad",6500.0,230.0,3.0,3.0,Unfurnished,Owner,"Jodhpur Village, Jodhpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Khokhra, Ahmedabad",2000.0,680.0,2.0,2.0,Semi-Furnished,Owner,"Khokhra, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Nana Chiloda, Ahmedabad",4500.0,145.0,2.0,2.0,Semi-Furnished,Owner,"Nana Chiloda, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",7350.0,968.0,3.0,3.0,Unfurnished,Owner,"Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Judges Bunglow Road, Ahmedabad",100.0,110.0,2.0,2.0,Semi-Furnished,Owner,"Judges Bunglow Road, Ahmedabad",Ahmedabad,MagicBricks
2 BHK Flat for Sale in Ahmedabad,6000.0,720.0,2.0,2.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Turquoise Rosedale, Shela, Ahmedabad",7570.0,856.0,3.0,3.0,Unfurnished,Agent,"Turquoise Rosedale, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vasupujya Kautilya 99, Vaishnodevi Circle, Ahmedabad",4200.0,1134.0,2.0,2.0,Unfurnished,Owner,"Vasupujya Kautilya 99, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shyam Kutir, Naroda, Ahmedabad",5600.0,1440.0,3.0,3.0,Furnished,Owner,"Shyam Kutir, Naroda, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Vasna, Ahmedabad",5200.0,580.0,1.0,1.0,Furnished,Owner,"Vasna, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aaryan City, Gota, Ahmedabad",125.0,126.0,3.0,3.0,Furnished,Owner,"Aaryan City, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Jagatpur, Ahmedabad",5000.0,135.0,2.0,2.0,Unfurnished,Owner,"Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Prathna Lavish, Gota, Ahmedabad",4800.0,124.0,2.0,2.0,Unfurnished,Owner,"Prathna Lavish, Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Vyapti Himali Tower, Satellite, Ahmedabad",6600.0,1280.0,2.0,2.0,Furnished,Owner,"Vyapti Himali Tower, Satellite, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Nikol Road, Ahmedabad",7800.0,2600.0,3.0,3.0,Unfurnished,Owner,"Nikol Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Prerna Raj Vijay Tirth, Sanand, Ahmedabad",3200.0,990.0,2.0,2.0,Semi-Furnished,Owner,"Prerna Raj Vijay Tirth, Sanand, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Riverside Park, Vasna, Ahmedabad",5500.0,127.0,2.0,2.0,Furnished,Owner,"Riverside Park, Vasna, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Ankur Tenament, Ahmedabad",2800.0,567.0,1.0,1.0,Furnished,Owner,"Ankur Tenament, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",5400.0,165.0,3.0,3.0,Unfurnished,Owner,"Soham Dev Parijat, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Suncity Apartments, Bopal, Ahmedabad",9500.0,1845.0,3.0,3.0,Semi-Furnished,Owner,"Suncity Apartments, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Gota, Ahmedabad",8500.0,819.0,3.0,3.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Sheladia Eris, Shela, Ahmedabad",5200.0,1150.0,2.0,2.0,Unfurnished,Owner,"Sheladia Eris, Shela, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Ognaj, Ahmedabad",5600.0,750.0,2.0,2.0,Semi-Furnished,Agent,"Ognaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Takshashila East End, Maninagar, Ahmedabad",9500.0,1350.0,3.0,3.0,Furnished,Owner,"Takshashila East End, Maninagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Serenity Shivam, South Bopal, Bopal, Ahmedabad",6800.0,1795.0,3.0,3.0,Unfurnished,Owner,"Serenity Shivam, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad",135.0,1915.0,3.0,3.0,Unfurnished,Owner,"Goyal Orchid Exotica, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in DEV Aurram Minato, Jagatpur, Ahmedabad",6500.0,95.0,2.0,2.0,Furnished,Owner,"Dev Aurram Minato, Jagatpur, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Shreedhar Star, Daskroi, Ahmedabad",112.0,1050.0,3.0,3.0,Semi-Furnished,Owner,"Shreedhar Star, Daskroi, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Dharti Nagar, Ahmedabad",2900.0,774.0,1.0,1.0,Semi-Furnished,Owner,"Dharti Nagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Serenity Lavish, Science City, Ahmedabad",116.0,275.0,3.0,3.0,Unfurnished,Owner,"Serenity Lavish, Science City, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Bhadaj, Ahmedabad",7500.0,1052.0,3.0,3.0,Unfurnished,Owner,"Bhadaj, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Sardar Patel Ring Road, Ahmedabad",2500.0,452.0,1.0,1.0,Unfurnished,Owner,"Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Pacifica Reflections, Vaishnodevi Circle, Ahmedabad",6500.0,1325.0,2.0,2.0,Semi-Furnished,Agent,"Pacifica Reflections, Vaishnodevi Circle, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Richmond Grand, Prahlad Nagar, Ahmedabad",8500.0,1100.0,3.0,3.0,Unfurnished,Owner,"Richmond Grand, Prahlad Nagar, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Smarana, Vejalpur, Jivraj park, Ahmedabad",7400.0,1585.0,3.0,3.0,Semi-Furnished,Owner,"Smarana, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shantigram, Ahmedabad",6900.0,690.0,2.0,2.0,Unfurnished,Agent,"Shantigram, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",112.0,965.0,3.0,3.0,Unfurnished,Owner,"Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Aurum Heights, Ambli, Ahmedabad",185.0,2838.0,3.0,3.0,Unfurnished,Owner,"Aurum Heights, Ambli, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Veer Savarker Heights 2 Vasantnagar, Gota, Ahmedabad",4000.0,700.0,3.0,3.0,Semi-Furnished,Owner,"Veer Savarker Heights 2 Vasantnagar, Gota, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in shukan sky, Shastrinagar, Nirnay Nagar, Ahmedabad",7200.0,1133.0,3.0,3.0,Furnished,Owner,"Shukan Sky, Shastrinagar, Nirnay Nagar, Ahmedabad",Ahmedabad,MagicBricks
3 BHK Flat for Sale in Ahmedabad,110.0,221.0,3.0,3.0,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",5250.0,1280.0,2.0,2.0,Unfurnished,Owner,"Shiv Land Mahadev Lavish, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks
"1 BHK Flat for Sale in Nebula Aavaas, Changodar, Ahmedabad",2200.0,3300.0,1.0,1.0,Unfurnished,Owner,"Nebula Aavaas, Changodar, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Anand iLYF, Tragad, Ahmedabad",6500.0,1125.0,2.0,2.0,Furnished,Owner,"Anand Ilyf, Tragad, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Vibgyor Sculpture, Ognaj, Ahmedabad",129.0,2916.0,3.0,3.0,Unfurnished,Agent,"Vibgyor Sculpture, Ognaj, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Gota, Ahmedabad",8390.0,1500.0,3.0,3.0,Unfurnished,Owner,"Gota, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Bakeri Samyaka Apartments, Vejalpur, Jivraj park, Ahmedabad",4500.0,1032.0,2.0,2.0,Unfurnished,Owner,"Bakeri Samyaka Apartments, Vejalpur, Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks
"3 BHK Flat for Sale in Doctor House, Ambawadi, Ahmedabad",110.0,2250.0,3.0,3.0,Unfurnished,Owner,"Doctor House, Ambawadi, Ahmedabad",Ahmedabad,MagicBricks
"2 BHK Flat for Sale in Shubhmilan Radhe Hills, Hathijan, Ahmedabad",4200.0,1140.0,2.0,2.0,Furnished,Owner,"Shubhmilan Radhe Hills, Hathijan, Ahmedabad",Ahmedabad,MagicBricks
