Property Title,Price,Area,BHK,Bathrooms,Furnishing,Seller Type,Locality,City,Source,Raw_Details,Price_Lakhs,Area_SqFt,Bathroom,Price_Per_SqFt,Area_Category,Property_Type,Price_Segment,Locality_Property_Count,Bathroom_BHK_Ratio,Area_Per_Bedroom,Space_Quality,Furnishing_Encoded,Area_Category_Encoded,Property_Type_Encoded,Price_Segment_Encoded,Space_Quality_Encoded,Is_Top_Locality
"2 BHK Flat for Sale in Myco Ahmed Residency, TP 85, Ahmedabad",₹60 Lac,950 sqft,2.0,,Furnished,Owner,"Myco Ahmed Residency, TP 85, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: Sep 11, '25 | Owner: Riyaz Rajvani | 2 BHK Flat for Sale in Myco Ahmed Residency, TP 85, Ahmedabad | Myco Ahmed Residency | Carpet Area | 950 sqft | Status | Ready to Move | Floor | 4 out of 7 | Transaction | Resale | Furnishing | Furnished | Society | Myco Ahmed Residency | Bathroom | 2 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | ₹ | 60 Lac | ₹ | 6316 per sqft | Contact Owner | Get Phone No.",60.0,950.0,2.0,6315.789473684211,Medium,2BHK,Affordable (50L-1Cr),1,,475.0,Standard,0,2,0,0,2,0
"2 BHK Flat for Sale in Jivraj Park, Ahmedabad",₹1.50 Cr,1000 sqft,2.0,,Unfurnished,Owner,"Jivraj Park, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Updated 4 weeks ago | Owner: Jigarkumar | 2 BHK Flat for Sale in Jivraj Park, Ahmedabad | Carpet Area | 1000 sqft | Status | Ready to Move | Floor | Ground out of 1 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 2 | Balcony | 1 | View Property | Nearby | Zydus School for Excellence | Jivraj Park Metro Station | ₹ | 1.50 Cr | Contact Owner | Get Phone No.",150.0,1000.0,2.0,15000.0,Medium,2BHK,Premium (1-2Cr),6,,500.0,Standard,2,2,0,3,2,0
"1 BHK Flat for Sale in Sarkhej, Ahmedabad",₹26 Lac,500 sqft,1.0,,Furnished,Owner,"Sarkhej, Ahmedabad",Ahmedabad,MagicBricks,"4 | + | Photos | Posted: 3 months ago | Owner: Pooja Thakkar | 1 BHK Flat for Sale in Sarkhej, Ahmedabad | Super Area | 500 sqft | Status | Ready to Move | Floor | 1 out of 6 | Transaction | Resale | Furnishing | Furnished | facing | East | overlooking | Garden/Park | Ownership | Co-operative Society | Bathroom | 1 | Balcony | 1 | East Facing Property | View Property | Nearby | Khan Market | More N More General Store | ₹ | 26 Lac | ₹ | 5200 per sqft | Contact Owner | Get Phone No.",26.0,500.0,1.0,5200.0,Small,Studio/1BHK,Budget (< 50L),4,,500.0,Standard,0,3,4,1,2,0
"3 BHK Flat for Sale in Saanvi Nirman Stellar, Ghuma, Ahmedabad",₹79.5 Lac,1700 sqft,3.0,,Unfurnished,Owner,"Saanvi Nirman Stellar, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Updated 1 month ago | Owner: Dixit Pujara | 3 BHK Flat for Sale in Saanvi Nirman Stellar, Ghuma, Ahmedabad | Saanvi Nirman Stellar | Super Area | 1700 sqft | Status | Ready to Move | Floor | 2 out of 13 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park | Society | Saanvi Nirman Stellar | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 3 | Balcony | 2 | East Facing Property | Discover the perfect opportunity to own a 3 BHK flat in the esteemed Saanvi Nirman Stellar, located in Ghuma, Ahmedabad. Currently under construction, this residential project is set to offer possession by March 2024. Embrace a modern lifestyle with well-designed amenities and enjoy the comfort and convenience that this upcoming development has to offer.::::::Property Specifications::::::Welcome to this beautiful property with a super built-up area of 1700 square feet. This Vaastu-compliant home is perfectly positioned facing East, allowing natural light and positive energy to flow throughout the space. With an unfurnished interior, you have the freedom to personalize the property according to your tastes and preferences.::::::Situated on the 2nd floor of a well-maintained building comprising 13 floors, this spacious residence offers 3 inviting bedrooms, each equipped with attached bathrooms. The bathrooms are thoughtfully designed, featuring modern Western fixtures and convenient geyser points for hot water supply. Additionally, the property boasts 2 balconies, offering serene views of the garden and serving as tranquil spaces to unwind and relax. One of the balconies is attached to a bedroom, while the other overlooks the beautiful garden.::::::The living cum dining area is the perfect space for entertaining guests or enjoying quality time with your loved ones. The normal kitchen comes with a platform and sink, providing a convenient setup for your culinary endeavors. You'll also appreciate the availability of a piped gas connection, ensuring hassle-free cooking experiences. Furthermore, a utility area is attached to the kitchen, offering additional space for storage and laundry needs. The flooring throughout the property is elegantly finished with vitrified tiles, adding a touch of sophistication to the overall aesthetic. ::::::Facilities::::::This property offers covered parking and ensures uninterrupted water supply with both borewell and corporation water sources. Enjoy 100% power backup facility along with the peace of mind provided by a security guard and CCTV surveillance. The building is equipped with lifts for convenient access. Indulge in the luxurious amenities of a swimming pool, clubhouse, gym, banquet hall, and box cricket within the project.::::::Locality::::::Convenience is at your doorstep with schools, hospitals, malls and supermarkets all within a 1-kilometer radius. Public transport is readily available, and you'll find banks and ATMs nearby for your financial needs. The railway station is conveniently located just 3 kilometers, and a metro station is a short 7-kilometer commute. | View Property | Nearby | Newyork Dharshan Complex | Shanti Junior School | Matoshree Hospital | Vaibhav Shopping Complex | Atmajyot Shopping Centre | ₹ | 79.5 Lac | ₹ | 4676 per sqft | Contact Owner | Get Phone No.",79.5,1700.0,3.0,4676.470588235294,Large,3BHK,Affordable (50L-1Cr),2,,566.6666666666666,Standard,2,1,1,0,2,0
"2 BHK Flat for Sale in Navrangpura, Ahmedabad",₹1.10 Cr,990 sqft,2.0,,Semi-Furnished,Owner,"Navrangpura, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: Reshma | 2 BHK Flat for Sale in Navrangpura, Ahmedabad | Super Area | 990 sqft | Status | Ready to Move | Floor | 4 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | Bathroom | 2 | Balcony | 1 | Multistorey apartment is available for sale. It has covered area of 990 sq-ft, it is a good location property. Please contact for more details. | View Property | Nearby | Municipal market | AG High School and G & D Parikh Higher Secondary School | Saint Kabir School | Nidhi Hospital | Saviour Hospital | Memnagar Tubewell Station Bus Stop | Old High Court (Interchange) Metro Station | ₹ | 1.10 Cr | ₹ | 11111 per sqft | Contact Owner | Get Phone No.",110.0,990.0,2.0,11111.111111111111,Medium,2BHK,Premium (1-2Cr),11,,495.0,Standard,1,2,0,3,2,1
"3 BHK Flat for Sale in Paldi, Ahmedabad",₹1.40 Cr,2000 sqft,3.0,,Unfurnished,Owner,"Paldi, Ahmedabad",Ahmedabad,MagicBricks,"2 | + | Photos | Updated 4 weeks ago | Owner: jayshree khambhata | 3 BHK Flat for Sale in Paldi, Ahmedabad | Super Area | 2000 sqft | Status | Ready to Move | Floor | 3 out of 4 | Transaction | Resale | Furnishing | Unfurnished | facing | South -West | Ownership | Freehold | Bathroom | 3 | Balcony | 2 | lowrise well maintained property. Peaceful area. | View Property | Nearby | Dadi Market | S.L.U. Arts and H. & .P Thakore Commerce College for Women | Shri Rambali Vidya Mandir High School | Aarna Superspeciality Hospital | Apollo Cancer Hospital | Paldi Metro Station | Paldi Station Metro | ₹ | 1.40 Cr | ₹ | 7000 per sqft | Contact Owner | Get Phone No.",140.0,2000.0,3.0,7000.0,Large,3BHK,Premium (1-2Cr),10,,666.6666666666666,Spacious,2,1,1,3,1,1
"3 BHK Flat for Sale in Rhythm Aura, South Bopal, Bopal, Ahmedabad",₹1.25 Cr,968 sqft,3.0,,Unfurnished,Owner,"Rhythm Aura, South Bopal, Bopal, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Posted: 3 months ago | Owner: Kinjal Patel | 3 BHK Flat for Sale in Rhythm Aura, South Bopal, Bopal, Ahmedabad | Rhythm Aura | Carpet Area | 968 sqft | Status | Ready to Move | Floor | 10 out of 10 | Transaction | Resale | Furnishing | Unfurnished | facing | West | Society | Rhythm Aura | Bathroom | 3 | Balcony | 2 | Penthouse is available for sale. It has covered area of 1761 sq-ft, it is a good location property. Please contact for more details. | View Property | Nearby | Green Grocers | Parul Institute of Applied Sciences and Research | Galaxy Hospital - Multispeciality Hospital | Aaradhya Complex | Sobo Center | ₹ | 1.25 Cr | ₹ | 7098 per sqft | Contact Owner | Get Phone No.",125.0,968.0,3.0,12913.223140495867,Medium,3BHK,Premium (1-2Cr),1,,322.6666666666667,Compact,2,2,1,3,0,0
"4 BHK Flat for Sale in Shyamal Cross Road, Ahmedabad",₹1.80 Cr,1962 sqft,4.0,,Semi-Furnished,Owner,"Shyamal Cross Road, Ahmedabad",Ahmedabad,MagicBricks,"19 | + | Photos | Updated 3 weeks ago | Owner: Hiren thakkar | 4 BHK Flat for Sale in Shyamal Cross Road, Ahmedabad | Super Area | 1962 sqft | Status | Ready to Move | Floor | 4 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | Bathroom | 4 | View Property | Nearby | Don Bosco English School | ₹ | 1.80 Cr | ₹ | 9174 per sqft | Contact Owner | Get Phone No.",180.0,1962.0,4.0,9174.311926605504,Large,4BHK,Premium (1-2Cr),2,,490.5,Standard,1,1,2,3,2,0
"3 BHK Flat for Sale in Panchtirth Plaza, Jodhpur Village, Jodhpur, Ahmedabad",₹1.85 Cr,2500 sqft,3.0,,Furnished,Owner,"Panchtirth Plaza, Jodhpur Village, Jodhpur, Ahmedabad",Ahmedabad,MagicBricks,"20 | + | Photos | Updated 1 month ago | Owner: Amal | 3 BHK Flat for Sale in Panchtirth Plaza, Jodhpur Village, Jodhpur, Ahmedabad | Panchtirth Plaza | Carpet Area | 2500 sqft | Status | Ready to Move | Floor | 5 out of 10 | Transaction | Resale | Furnishing | Furnished | Society | Panchtirth Plaza | Bathroom | 3 | Balcony | 1 | View Property | Nearby | Wholesale Hub | Shridhar Athens | Sakhiya Skin Clinic | Shree Sai Krupa General Hospital | Jodhpur Gam Bus Stop | Shivranjani Brts Stop | ₹ | 1.85 Cr | Contact Owner | Get Phone No.",185.0,2500.0,3.0,7400.0,Extra Large,3BHK,Premium (1-2Cr),1,,833.3333333333334,Very Spacious,0,0,1,3,3,0
"2 BHK Flat for Sale in Karnavati Apartment II, Narolgam, Ahmedabad",₹40 Lac,1152 sqft,2.0,,Furnished,Owner,"Karnavati Apartment II, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Updated 3 weeks ago | Owner: Esha indoria | 2 BHK Flat for Sale in Karnavati Apartment II, Narolgam, Ahmedabad | Karnavati Apartment II | Super Area | 1152 sqft | Status | Ready to Move | Floor | 4 out of 5 | Transaction | Resale | Furnishing | Furnished | Society | Karnavati Apartment II | Bathroom | 2 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Sagar Super Mall | Mahadev Super Market | Vishva Bharati School | Ekta Medium School | Indira womens care & multi speciality hospital | Hospital Amdabad | Sagar Super Mall | Parmarnu Garnalu Bus Stop | Narol Gam Bus Stand | ₹ | 40 Lac | ₹ | 3472 per sqft | Contact Owner | Get Phone No.",40.0,1152.0,2.0,3472.222222222222,Medium,2BHK,Budget (< 50L),1,,576.0,Standard,0,2,0,1,2,0
"3 BHK Flat for Sale in Chandkheda, Ahmedabad",₹95 Lac,1587 sqft,3.0,3.0,Unfurnished,Owner,"Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"17 | + | Photos | Posted: 3 months ago | Owner: ARUNABHA SARKAR | 3 BHK Flat for Sale in Chandkheda, Ahmedabad | Carpet Area | 1587 sqft | Status | Ready to Move | Transaction | Resale | Furnishing | Unfurnished | facing | South - East | overlooking | Garden/Park, Pool, Main Road | Ownership | Freehold | Bathroom | 3 | Balcony | 1 | Welcome to an extraordinary opportunity that awaits you – a meticulously designed 3 BHK flat for sale in the prestigious neighborhood of Chandkheda, Ahmedabad. Experience the perfect blend of contemporary living, spaciousness, and convenience as you step into this luxurious abode, promising a lifestyle of utmost comfort and sophistication.::::::Property specification and facilities::::::Welcome to an expansive and ready-to-move flat, nestled in the sought-after locality. This remarkable property boasts a generous super built-up area of 2268 sqft, providing abundant space for comfortable living. With a construction age of 10 to 15 years, this well-established residence offers a perfect blend of timeless elegance and modern convenience.::::::Situated in a South-East facing orientation, the flat ensures ample natural light and a refreshing ambiance throughout the day. The ownership type is freehold, adding to the convenience and flexibility of the property. Unfurnished, it offers a blank canvas for you to personalize according to your taste and preferences.::::::Enjoy captivating views of the garden/park, pool, and the main road from the flat, creating a serene and picturesque environment. The spacious layout comprises 3 bedrooms, 3 bathrooms, 1 balcony, and a store room, catering to the needs of a contemporary lifestyle. The living room provides a comfortable space to relax and entertain, while the kitchen is designed for functionality and culinary delights.::::::The flooring of the flat features a combination of mosaic, vitrified, wooden, ceramic tiles, marble, normal tiles/Kotah stone, granite, and marbonite, adding a touch of sophistication and durability to the living spaces.::::::Residents of this magnificent flat will benefit from round-the-clock water availability and rare power cuts, ensuring a hassle-free living experience. Additionally, the property is equipped with two lifts for easy and convenient movement within the building.::::::Locality::::::The locality offers proximity to notable landmarks such as Savita Greens Party Plot, along with easy access to reputed schools, hospitals, malls/supermarkets, and banks/ATMs, ensuring all essential amenities are within close reach. With excellent public transport connectivity, commuting is a breeze, making it convenient to travel around the city and explore its offerings. | View Property | Nearby | Anupam Super Market | Ashirwad Super Market | Manikrupa School | School of Applied Sciences & Technology (SAST-GTU) | Satyamev Hospital | Jincy Multispeciality Hospital | Aapka Bazar | Highway Mall | Visat Circle Bus Stop | Shitiratna Bunglows Bus Stop | ₹ | 95 Lac | ₹ | 4189 per sqft | Contact Owner | Get Phone No.",95.0,1587.0,3.0,5986.137366099559,Large,3BHK,Affordable (50L-1Cr),23,1.0,529.0,Standard,2,1,1,0,2,1
"3 BHK Flat for Sale in HN Safal Orchid Harmony, Sardar Patel Ring Road, Ahmedabad",₹1.05 Cr,1876 sqft,3.0,,,Owner,"HN Safal Orchid Harmony, Sardar Patel Ring Road, Ahmedabad",Ahmedabad,MagicBricks,"15 | + | Photos | Updated 3 months ago | Owner: Chirag Kapoor | 3 BHK Flat for Sale in HN Safal Orchid Harmony, Sardar Patel Ring Road, Ahmedabad | HN Safal Orchid Harmony | Super Area | 1876 sqft | Status | Ready to Move | Floor | 7 out of 16 | Transaction | Resale | overlooking | Garden/Park | Society | HN Safal Orchid Harmony | Car Parking | 1 Covered | Bathroom | 3 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Lalji Mehrotra Lions School | The United Public School | More N More | ₹ | 1.05 Cr | ₹ | 5597 per sqft | Contact Owner | Get Phone No.",105.0,1876.0,3.0,5597.014925373134,Large,3BHK,Premium (1-2Cr),3,,625.3333333333334,Spacious,3,1,1,3,1,0
"2 BHK Flat for Sale in DS Shubh Enclave, Chandkheda, Ahmedabad",₹55 Lac,1097 sqft,2.0,,Semi-Furnished,Owner,"DS Shubh Enclave, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Posted: 3 months ago | Owner: Shruti Dubey | 2 BHK Flat for Sale in DS Shubh Enclave, Chandkheda, Ahmedabad | DS Shubh Enclave | Carpet Area | 1097 sqft | Status | Ready to Move | Floor | 7 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | overlooking | Garden/Park | Society | DS Shubh Enclave | Ownership | Co-operative Society | Bathroom | 2 | Balcony | 1 | East Facing Property | View Property | Nearby | Ashirwad Super Market | Anupam Super Market | Gujarat Technological University | Vishwakarma Government Engineering College | SMS Multi-Speciality Hospital | Satyamev Hospital | 4D Square Mall | Aapka Bazar | Godrej Garden City Bus Stop | Manibhadra Tenaments Bus Stop | ₹ | 55 Lac | Contact Owner | Get Phone No.",55.0,1097.0,2.0,5013.673655423883,Medium,2BHK,Affordable (50L-1Cr),1,,548.5,Standard,1,2,0,0,2,0
"1 BHK Flat for Sale in Vatsal Residency, Ghuma, Ahmedabad",₹36.5 Lac,830 sqft,1.0,,Semi-Furnished,Owner,"Vatsal Residency, Ghuma, Ahmedabad",Ahmedabad,MagicBricks,"18 | + | Photos | Posted: Sep 04, '25 | Owner: KRUNAL | 1 BHK Flat for Sale in Vatsal Residency, Ghuma, Ahmedabad | Vatsal Residency | Super Area | 830 sqft | Status | Ready to Move | Floor | 6 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Vatsal Residency | Bathroom | 1 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Newyork Dharshan Complex | Shanti Junior School | Matoshree Hospital | Vaibhav Shopping Complex | Atmajyot Shopping Centre | ₹ | 36.5 Lac | ₹ | 4398 per sqft | Contact Owner | Get Phone No.",36.5,830.0,1.0,4397.590361445783,Medium,Studio/1BHK,Budget (< 50L),2,,830.0,Very Spacious,1,2,4,1,3,0
"3 BHK Flat for Sale in Pritam Nagar Paldi, Ahmedabad",₹1.25 Cr,1530 sqft,3.0,,Furnished,Owner,"Pritam Nagar Paldi, Ahmedabad",Ahmedabad,MagicBricks,"11 | + | Photos | Updated 3 months ago | Owner: Chintan Mehta | 3 BHK Flat for Sale in Pritam Nagar Paldi, Ahmedabad | Carpet Area | 1530 sqft | Status | Ready to Move | Floor | 3 out of 5 | Transaction | Resale | Furnishing | Furnished | Bathroom | 3 | Balcony | 2 | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | ₹ | 1.25 Cr | ₹ | 5556 per sqft | Contact Owner | Get Phone No.",125.0,1530.0,3.0,8169.934640522876,Large,3BHK,Premium (1-2Cr),1,,510.0,Standard,0,1,1,3,2,0
1 BHK Flat for Sale in Ahmedabad,₹20 Lac,90 sqft,1.0,,Semi-Furnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,8 | + | Photos | Posted: 3 months ago | Owner: ajay rathod | 1 BHK Flat for Sale in Ahmedabad | Carpet Area | 90 sqft | Status | Ready to Move | Floor | 5 out of 7 | Transaction | Resale | Furnishing | Semi-Furnished | Bathroom | 2 | Balcony | 1 | View Property | ₹ | 20 Lac | ₹ | 2469 per sqft | Contact Owner | Get Phone No.,20.0,90.0,1.0,22222.222222222223,Small,Studio/1BHK,Budget (< 50L),147,,90.0,Compact,1,3,4,1,0,1
"3 BHK Flat for Sale in Bopal Gam, Ahmedabad",₹75 Lac,178 sqft,3.0,,Semi-Furnished,Owner,"Bopal Gam, Ahmedabad",Ahmedabad,MagicBricks,"18 | + | Photos | Posted: 3 months ago | Owner: gaurav shah | 3 BHK Flat for Sale in Bopal Gam, Ahmedabad | Carpet Area | 178 sqft | Status | Ready to Move | Floor | 4 out of 4 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | Ownership | Freehold | Bathroom | 3 | Balcony | 3 | East Facing Property | View Property | ₹ | 75 Lac | ₹ | 4682 per sqft | Contact Owner | Get Phone No.",75.0,178.0,3.0,42134.831460674155,Small,3BHK,Affordable (50L-1Cr),1,,59.333333333333336,Compact,1,3,1,0,0,0
"2 BHK Flat for Sale in Maruti Sarthi Residency, Nava Naroda, Ahmedabad",₹55 Lac,1260 sqft,2.0,,Unfurnished,Owner,"Maruti Sarthi Residency, Nava Naroda, Ahmedabad",Ahmedabad,MagicBricks,"13 | + | Photos | Posted: 3 months ago | Owner: Muskan Vaghela | 2 BHK Flat for Sale in Maruti Sarthi Residency, Nava Naroda, Ahmedabad | Maruti Sarthi Residency | Carpet Area | 1260 sqft | Status | Ready to Move | Floor | 4 out of 7 | Transaction | Resale | Furnishing | Unfurnished | Society | Maruti Sarthi Residency | Ownership | Freehold | Bathroom | 2 | Balcony | 2 | View Property | Nearby | Sarva Platinum | Q MART | Karnataka Public School | Maharshi Sandipani School | Sunrise Hospital | Ankur Maternity Home & Clinic | Laxmi Villa Mall | Naroda St Workshop | Haridarshan Cross Road Bus Stop | ₹ | 55 Lac | Contact Owner | Get Phone No.",55.0,1260.0,2.0,4365.079365079365,Medium,2BHK,Affordable (50L-1Cr),1,,630.0,Spacious,2,2,0,0,1,0
"2 BHK Flat for Sale in Zundal, Ahmedabad",₹58 Lac,765 sqft,2.0,,Semi-Furnished,Owner,"Zundal, Ahmedabad",Ahmedabad,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: Surbhi | 2 BHK Flat for Sale in Zundal, Ahmedabad | Carpet Area | 765 sqft | Status | Ready to Move | Floor | 12 out of 14 | Transaction | Resale | Furnishing | Semi-Furnished | facing | East | overlooking | Main Road | Ownership | Freehold | Bathroom | 2 | East Facing Property | Main road, new property, terrace garden | View Property | Nearby | Leap International School | Oak Valley Public School | Shree Balaji Agora Mall | ₹ | 58 Lac | ₹ | 4774 per sqft | Contact Owner | Get Phone No.",58.0,765.0,2.0,7581.699346405228,Small,2BHK,Affordable (50L-1Cr),6,,382.5,Compact,1,3,0,0,0,0
"2 BHK Flat for Sale in Rudra Greens, Narolgam, Ahmedabad",₹27 Lac,1000 sqft,2.0,,Unfurnished,Owner,"Rudra Greens, Narolgam, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Updated 1 month ago | Owner: Nandkishore | 2 BHK Flat for Sale in Rudra Greens, Narolgam, Ahmedabad | Rudra Greens | Carpet Area | 1000 sqft | Status | Ready to Move | Floor | 3 out of 4 | Transaction | Resale | Furnishing | Unfurnished | Society | Rudra Greens | Bathroom | 2 | Balcony | 2 | View Property | Nearby | Sagar Super Mall | Mahadev Super Market | Ekta Medium School | Vishva Bharati School | Hospital Amdabad | Ocean Hospital | Sagar Super Mall | Narol Gam Bus Stand | Parmarnu Garnalu Bus Stop | ₹ | 27 Lac | ₹ | 2250 per sqft | Contact Owner | Get Phone No.",27.0,1000.0,2.0,2700.0,Medium,2BHK,Budget (< 50L),2,,500.0,Standard,2,2,0,1,2,0
"3 BHK Flat for Sale in Satellite, Ahmedabad",₹85 Lac,1100 sqft,3.0,,Furnished,Owner,"Satellite, Ahmedabad",Ahmedabad,MagicBricks,"16 | + | Photos | Posted: 3 months ago | Owner: mehul shah | 3 BHK Flat for Sale in Satellite, Ahmedabad | Carpet Area | 1100 sqft | Status | Ready to Move | Floor | 7 out of 10 | Transaction | Resale | Furnishing | Furnished | facing | North - East | overlooking | Main Road | Ownership | Freehold | Bathroom | 3 | Balcony | 2 | View Property | Nearby | Iscon Emporio | Alpha Business Park | Chandramauli Vidhyalaya | New Samarth English School | Gujarat Child Care Hospital | HCC Multispeciality Hospital | Star Bazaar | Brand Factory | Iskon Bus Stop | Satellite Bus Stop | ₹ | 85 Lac | ₹ | 5556 per sqft | Contact Owner | Get Phone No.",85.0,1100.0,3.0,7727.272727272727,Medium,3BHK,Affordable (50L-1Cr),6,,366.6666666666667,Compact,0,2,1,0,0,0
3 BHK Flat for Sale in Ahmedabad,₹78 Lac,1836 sqft,3.0,,Unfurnished,Owner,Ahmedabad,Ahmedabad,MagicBricks,"6 | + | Photos | Posted: 3 months ago | Owner: MR AKSHAY PATEL | 3 BHK Flat for Sale in Ahmedabad | Super Area | 1836 sqft | Status | Ready to Move | Floor | 7 out of 13 | Transaction | Resale | Furnishing | Unfurnished | Bathroom | 3 | Multistorey apartment is available for sale. It has covered area of 1836 sq-ft, it is a good location property. Please contact for more details. | View Property | ₹ | 78 Lac | ₹ | 4248 per sqft | Contact Owner | Get Phone No.",78.0,1836.0,3.0,4248.366013071895,Large,3BHK,Affordable (50L-1Cr),147,,612.0,Spacious,2,1,1,0,1,1
"3 BHK Flat for Sale in Deep Indraprasth Shivanta, Ambli, Ahmedabad",₹1.95 Cr,1392 sqft,3.0,,Unfurnished,Owner,"Deep Indraprasth Shivanta, Ambli, Ahmedabad",Ahmedabad,MagicBricks,"8 | + | Photos | Updated 3 months ago | Owner: kuldip makwana | 3 BHK Flat for Sale in Deep Indraprasth Shivanta, Ambli, Ahmedabad | Deep Indraprasth Shivanta | Carpet Area | 1392 sqft | Status | Ready to Move | Floor | 14 out of 21 | Transaction | New Property | Furnishing | Unfurnished | facing | North | overlooking | Main Road, Garden/Park, Pool | Society | Deep Indraprasth Shivanta | Ownership | Freehold | Bathroom | 3 | Balcony | 3 | Newly Constructed Property | View Property | Nearby | One World West | Sanvi Surgical & Dental Hospital | Amrapali Shopping Mall, | DMart | ₹ | 1.95 Cr | ₹ | 8125 per sqft | Contact Owner | Get Phone No.",195.0,1392.0,3.0,14008.620689655172,Medium,3BHK,Premium (1-2Cr),5,,464.0,Standard,2,2,1,3,2,0
"2 BHK Flat for Sale in Sun Parkwest, Shela, Ahmedabad",₹45 Lac,710 sqft,2.0,,Unfurnished,Owner,"Sun Parkwest, Shela, Ahmedabad",Ahmedabad,MagicBricks,"10 | + | Photos | Updated 3 months ago | Owner: Abhinav | 2 BHK Flat for Sale in Sun Parkwest, Shela, Ahmedabad | Sun Parkwest | Carpet Area | 710 sqft | Under Construction | Poss. by Jun '27 | Floor | 12 out of 14 | Transaction | Resale | Furnishing | Unfurnished | facing | East | overlooking | Garden/Park | Society | Sun Parkwest | Ownership | Freehold | Car Parking | 1 Covered | Bathroom | 2 | Balcony | 1 | East Facing Property | Multistorey apartment is available for sale. It is a good location property. Please contact for more details. | View Property | Nearby | Pihu Fruits and Vegetables Market | Freshqo | Shanti Business School | Shanti Asiatic School | ₹ | 45 Lac | ₹ | 3488 per sqft | Contact Owner | Get Phone No.",45.0,710.0,2.0,6338.028169014085,Small,2BHK,Budget (< 50L),2,,355.0,Compact,2,3,0,1,0,0
"2 BHK Flat for Sale in Sopan Sharan, Chandlodiya, Ahmedabad",₹55 Lac,135 sqft,2.0,,Semi-Furnished,Owner,"Sopan Sharan, Chandlodiya, Ahmedabad",Ahmedabad,MagicBricks,"12 | + | Photos | Updated 3 weeks ago | Owner: girish girish | 2 BHK Flat for Sale in Sopan Sharan, Chandlodiya, Ahmedabad | Sopan Sharan | Carpet Area | 135 sqft | Status | Ready to Move | Floor | 4 out of 5 | Transaction | Resale | Furnishing | Semi-Furnished | overlooking | Garden/Park, Main Road | Society | Sopan Sharan | Bathroom | 2 | Balcony | 2 | View Property | Nearby | Vandemataram Vegetable Market | Sholk Infinity | Woodland School | Chandlodiya Primary School | Madhav Hospital | Poojan Dental Clinic | ₹ | 55 Lac | Contact Owner | Get Phone No.",55.0,135.0,2.0,40740.74074074074,Small,2BHK,Affordable (50L-1Cr),1,,67.5,Compact,1,3,0,0,0,0
"3 BHK Flat for Sale in Palm Glory III, Chandkheda, Ahmedabad",₹1.01 Cr,1908 sqft,3.0,,Semi-Furnished,Owner,"Palm Glory III, Chandkheda, Ahmedabad",Ahmedabad,MagicBricks,"12 | + | Photos | Updated 3 weeks ago | Owner: Jayantilal Patel | 3 BHK Flat for Sale in Palm Glory III, Chandkheda, Ahmedabad | Palm Glory III | Super Area | 1908 sqft | Status | Ready to Move | Floor | 5 out of 14 | Transaction | Resale | Furnishing | Semi-Furnished | Society | Palm Glory III | Bathroom | 3 | Balcony | 1 | View Property | Nearby | Welcome Super market | Veena Super Market | Euro Kids | Vishwakarma Government Engineering College | Satyamev Hospital | Satyamev Hospital - Multispeciality | 4D Square Mall | Hind Super Market | Visat Circle Bus Stop | Shitiratna Bunglows Bus Stop | ₹ | 1.01 Cr | ₹ | 5294 per sqft | Contact Owner | Get Phone No.",101.0,1908.0,3.0,5293.50104821803,Large,3BHK,Premium (1-2Cr),2,,636.0,Spacious,1,1,1,3,1,0
